title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName,applyType
Front of House & Barista Roles,Chur Bae,"At Chur Bae, you'll learn transferable skills that go beyond hospitality. Come and be part of a motivated team that always strives to be better.",https://www.seek.co.nz/job/82640322?type=standard&ref=search-standalone&origin=cardTitle#sol=3c745614a645743075feaa624995acea55167835,3d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
"Now Hiring Retail Assistants, Salespeople, Merchandisers",Trade Depot Ltd,Busy Retail roles available with growth opportunities.,https://www.seek.co.nz/job/82361073?type=standard&ref=search-standalone&origin=cardTitle#sol=3e4a04d68436510f1b83e17dca863fc2e4163a15,14d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Front of House – Airline Passenger Services Agent,MENZIES AVIATION (NZ) LTD,We're looking for Airline Passenger Service Agents as we expand our operations and open our new Station.,https://www.seek.co.nz/job/82666157?type=standard&ref=search-standalone&origin=cardTitle#sol=eed8002318c385552ef93ed780e51b0361cd4a32,23h ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
"Op Shop Assistant / Auckland, Royal Oak",SPCA,Seeking a customer service superstar who can help run retail operations smoothly in our op shops. A retail role with purpose!,https://www.seek.co.nz/job/82423307?type=standard&ref=search-standalone&origin=cardTitle#sol=0ab590c8694fe129a63ee3fa6a2bb4d78e258a70,17d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Customer Service/Retail Sales,Bobo Products Ltd,"Do you have a passion for Skiing or Snowboarding? Are you keen to work in the snow industry? Join the team of experts at the Snowcentre, Auckland.",https://www.seek.co.nz/job/82731111?type=standard&ref=search-standalone&origin=cardTitle#sol=186c6b17ec3622df608410f3030a586aea93b166,3d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Kitchenhand,Atura Wellington,Atura Wellington Hotel is looking for a Kitchen Hand. Full training provided!,https://www.seek.co.nz/job/82320821?type=standard&ref=search-standalone&origin=cardTitle#sol=6d4edddebe024f49bf2cae7b96b0b00996976e2b,54m ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Merchnadiser - Bunnings,CSM Ltd,"CSM works as a team within a busy environment, offering rewards and flexibility for those who are loyal, hardworking, and willing to learn.",https://www.seek.co.nz/job/82645892?type=standard&ref=search-standalone&origin=cardTitle#sol=3a84e464a07f1bda5a00c9db2c286ed30aed94fd,17d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Customer Service Representative / Trainee Flight Instructor,iFLY Indoor Skydiving NZ Ltd,"We're seeking a tourism pro to join our high-performing iFLY Indoor Skydiving Team, adding value to our award-winning adventure tourism operation!",https://www.seek.co.nz/job/82760826?type=standard&ref=search-standalone&origin=cardTitle#sol=5fbf9f81aa03860f24ab35597f3fad145f022e2b,,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Customer Support Agent - Insurance,Find Recruitment,"Fast growing insurance company seek experienced Customer Support Agent to join their busy, small team!",https://www.seek.co.nz/job/82293697?type=standard&ref=search-standalone&origin=cardTitle#sol=6297ea9eecd34d82a7238da8085c2446019624f1,,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Store Assistant - Te Atatu,TANK Juice,Join our team as a Store Assistant at Tank's Te Atatu location!,https://www.seek.co.nz/job/82288281?type=standard&ref=search-standalone&origin=cardTitle#sol=b4e6c56698a83744870d0d305db3439f412ea34e,18d ago,,,Te Atatu Peninsula,Auckland,$23.50 – $25 per hour,2025-03-13,,,Quick Apply
Project Coordinator,Goodform Living Limited,Exciting opportunity to coordinate projects and support Goodform Living's success.,https://www.seek.co.nz/job/82481692?type=promoted&ref=search-standalone&origin=cardTitle#sol=f0d03d11b97d87f90b8c27f65f228ca0ff522162,13d ago,,,Te Atatu Peninsula,Auckland,$23.15 per hour,2025-03-13,,,Quick Apply
Monitoring Centre Operator - Full Time and Part-Time,Allied Universal Electronic Monitoring Australia Pty Ltd,You will provide critical electronic monitoring services to our clients to ensure compliance and assist law enforcement and government agencies.,https://www.seek.co.nz/job/82431796?type=standard&ref=search-standalone&origin=cardTitle#sol=25c93cb0e75ba25efd0f0dd5e9888c67b8ee4ff3,14d ago,,,Te Atatu Peninsula,Auckland,$27.80 per hour,2025-03-13,,,Quick Apply
Sales Assistant,Pop Stop,We are seeking a person who is passionate about Pop Culture and thrives in a fast-paced environment.,https://www.seek.co.nz/job/82423364?type=standard&ref=search-standalone&origin=cardTitle#sol=800d34de02f1d55d6afbce44a446dc2923470ca0,16d ago,,,Te Atatu Peninsula,Auckland,Entry level $24.50 p/h,2025-03-13,,,Quick Apply
Warehouse Storeperson,NetYourJob,ICS are looking for a Warehouse Storeperson to join our team. We're growing & there has never been a better time to get onboard!,https://www.seek.co.nz/job/82342099?type=standard&ref=search-standalone&origin=cardTitle#sol=cc0e518694eca01d0b402d659abd6f46ff8f39ad,1d ago,,,Te Atatu Peninsula,Auckland,$28 – $30 per hour,2025-03-13,,,Quick Apply
Sales and Customer Support Representative,The Pump Warehouse,"Join The Pump Warehouse team! Exciting sales role with growth, competitive pay, and a supportive environment. Apply now!",https://www.seek.co.nz/job/82702107?type=standard&ref=search-standalone&origin=cardTitle#sol=e6fdedee5b0a0246784fa2b2739741342fca0f87,2d ago,,,Te Atatu Peninsula,Auckland,$30 – $35 per hour,2025-03-13,,,Quick Apply
Warehouse Picker / Packer,Vending Direct Ltd,"Join Vending Direct as a Storeperson—pack, restock, and operate forklifts to keep our vending services running smoothly across New Zealand.",https://www.seek.co.nz/job/82688722?type=standard&ref=search-standalone&origin=cardTitle#sol=31a6a654e68eb277d696c87263e228bcca0a29d3,2d ago,,,Te Atatu Peninsula,Auckland,$24 – $27 per hour,2025-03-13,,,Quick Apply
Machine Operator,COTTONSOFT LTD,We are seeking a reliable and hardworking Machine Operator to join our manufacturing team to make high quality tissue products.,https://www.seek.co.nz/job/82701458?type=standard&ref=search-standalone&origin=cardTitle#sol=c254b42924cf5068b554724878d1568bd82faf2b,23d ago,,,Te Atatu Peninsula,Auckland,$24 – $28 per hour,2025-03-13,,,Quick Apply
Customer Service Representative,Regal Drycleaners,"We are renowned garment care specialist in Auckland, seeking both part-time and full-time Customer Service Representatives to join our team.",https://www.seek.co.nz/job/82167670?type=standard&ref=search-standalone&origin=cardTitle#sol=d2f01fbe3b6163dcacb2f225afc3a484d7670cae,8d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Baby Factory Henderson Sales Consultant,The Baby Factory (NZ) Ltd,Baby Factory Henderson located on Edsel Street is looking for someone to join their team Part-Time!,https://www.seek.co.nz/job/82530733?type=standard&ref=search-standalone&origin=cardTitle#sol=3f79e56351f7f299323349eae6c6ddc1ce9710f1,2d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Customer Service Banker,BNZ,We have several opportunities for entry level bankers to join our Customer Connections Hub starting in May 2025!,https://www.seek.co.nz/job/82676596?type=standard&ref=search-standalone&origin=cardTitle#sol=4f8c6e476ddb677914795db4fea1d4f472066191,14d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Apply
Healthcare Assistant,Royal Heights Rest Home,Apply now and become a part of our awesome team!,https://www.seek.co.nz/job/82402269?type=standard&ref=search-standalone&origin=cardTitle#sol=5c8ff39a6e900e4d72e65bd221786c13b5f6a82c,23d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Pharmacy Assistant - Westgate,Chemist Warehouse,Chemist Warehouse Westgate is on the lookout for Pharmacy/Retail superstars to join the team!,https://www.seek.co.nz/job/82182931?type=standard&ref=search-standalone&origin=cardTitle#sol=20681d7422a220d5b760c1b91f780e5d2644a334,2h ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Apply
Front house staff - Barista,Mitre 10,Opportunity to work in a busy cafe in Mitre 10 Mega Mt Wellington,https://www.seek.co.nz/job/82758738?type=standard&ref=search-standalone&origin=cardTitle#sol=e44bf69415ae5ee366165dfc848dcfa47b64bd43,10d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Apply
Caregiver - Casual,New Zealand Aged Care Services Limited,Come join a team where Everyone Matters. We currently have Casual Caregiving opportunities available.,https://www.seek.co.nz/job/82492696?type=standard&ref=search-standalone&origin=cardTitle#sol=c98abce01f765540c04d360d90ffd9e55b767b45,9d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Warehouse Persons: Casual Part-Time,Drake New Zealand - Auckland North,Looking for parttime hours to work around university or perhaps you are a busy parent who would like a few hours a week this company is on the search!,https://www.seek.co.nz/job/82505625?type=standard&ref=search-standalone&origin=cardTitle#sol=7dfe4ec1e2e0792fcd680973d143dcd002363bbd,1h ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Store Person - Casual,ITW Construction Asia Pacific,"The Casual Store person will assemble finished goods for sale, receive, store and despatch goods according to company policy and procedures.",https://www.seek.co.nz/job/82759853?type=standard&ref=search-standalone&origin=cardTitle#sol=9703f1d64b8411798da49a2891cbded2440a719d,11d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Digital Print Operator - DTG,Harlem 23 Ltd,"Hey 20s & 30s crew! Join Print Poppa as a DTG Print Operator—rock cool designs, master cutting-edge tech, and vibe with a fun team. Apply now!",https://www.seek.co.nz/job/82467893?type=standard&ref=search-standalone&origin=cardTitle#sol=9e3b1c20c0f55ab612b0a268532a1e853e955ccd,9d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Customer Service and Admin Support,KIWI FLUSH LTD,"Exceptional customer service opportunity - support sales and operations, flexible working, competitive salary.",https://www.seek.co.nz/job/82526043?type=standard&ref=search-standalone&origin=cardTitle#sol=cdf243c8f6fead9bbb4342153dd346e6ce85a517,2d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Kitchen Hand,St Paul's Collegiate School,Join a fast paced team working in one of New Zealand's premiere day and boarding schools.,https://www.seek.co.nz/job/82700570?type=standard&ref=search-standalone&origin=cardTitle#sol=1cfff7215772ab11da379501be03120940b9983e,4d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Front of House & Barista Roles,Chur Bae,"At Chur Bae, you'll learn transferable skills that go beyond hospitality. Come and be part of a motivated team that always strives to be better.",https://www.seek.co.nz/job/82640322?type=standard&ref=search-standalone&origin=cardTitle#sol=02eff891d6e00f3954139485a7db364cdf37f85a,16d ago,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
"Now Hiring Retail Assistants, Salespeople, Merchandisers",Trade Depot Ltd,Busy Retail roles available with growth opportunities.,https://www.seek.co.nz/job/82361073?type=standard&ref=search-standalone&origin=cardTitle#sol=0be2cbe0021675152831f8f43e5174eed2491c2a,,,,Te Atatu Peninsula,Auckland,,2025-03-13,,,Quick Apply
Architectural Graduate,Architectus,"We are looking for talented, experienced Architectural Graduates who will share our passion and design approach to join our team.",https://www.seek.co.nz/job/82760323?type=promoted&ref=search-standalone&origin=cardTitle#sol=d4f4c289aeaa6b6765130906a6a6ad7a189d0577,16d ago,,,Auckland CBD,Auckland,Competitive salary + free onsite parking,2025-03-13,,,Quick Apply
People & Culture Advisor / BP Opportunities - 12 Month Fixed Term,T&G Global,"Join a supportive, high-performing People & Culture team, within a global business! Two 12-month fixed term opportunities available.",https://www.seek.co.nz/job/82758531?type=promoted&ref=search-standalone&origin=cardTitle#sol=b7092e95e0c2de216b1690780641e8a50f6616e4,21d ago,,,Auckland CBD,Auckland,"From $55,000 per year depending on experience",2025-03-13,,,Apply
Warehouse Team Member,Puretec,"Join Puretec as an Warehouse Team Member. Australia based, full-time role. Apply now!",https://www.seek.co.nz/job/82343998?type=standard&ref=search-standalone&origin=cardTitle#sol=1638230e2ffe11022d19128b131727e7adf34220,1mo ago,,,Auckland CBD,Auckland,$23 – $25 per hour,2025-03-13,,,Quick Apply
Reception / Administrator,Ladstone Holdings Limited,"Busy, dynamic office seeks personable receptionist/admin assistant to provide exceptional customer service and support.",https://www.seek.co.nz/job/82245707?type=standard&ref=search-standalone&origin=cardTitle#sol=c8db6dae18948a2ffc6e43c30c95701e8eaeb4b7,23d ago,,,Auckland CBD,Auckland,"$78,801 – $116,894 per year (AUD)",2025-03-13,,,Quick Apply
Part-time Cleaner,Kleenrite Group,"We have an opportunity available for a part-time cleaner in Newmarket, Auckland.",https://www.seek.co.nz/job/82038053?type=standard&ref=search-standalone&origin=cardTitle#sol=5baa05cea5713d698a34e4d55740b5115d784df7,17d ago,,,Auckland CBD,Auckland,$25 – $30 per hour,2025-03-13,,,Quick Apply
Holiday Park - Reception Team,Wellington TOP 10 Holiday Park,We have an exciting opportunity available for an individual with a passion for customer service to join our team.,https://www.seek.co.nz/job/82153227?type=standard&ref=search-standalone&origin=cardTitle#sol=ffa91538340266bd3b7d5edee2e995fc9cdadcbf,10d ago,,,Auckland CBD,Auckland,$25 per hour,2025-03-13,,,Quick Apply
Classroom Teachers - Relocate to VIC,Department of Education,"Move to Victoria, for a vibrant education sector, supportive schools, diverse communities, and a mix of city and regional teaching experiences.",https://www.seek.co.nz/job/82293337?type=standard&ref=search-standalone&origin=cardTitle#sol=36d98abf378c4cd1c37290058cd008cf301c5ad6,7d ago,,,Auckland CBD,Auckland,$24.20 + inclusive of Kiwisaver,2025-03-13,,,Apply
Dental Receptionist/Dental Assistant,Dental Care Limited,"The role involves providing patient care, performing reception duties, and preparing equipment for dental procedures.",https://www.seek.co.nz/job/82475528?type=standard&ref=search-standalone&origin=cardTitle#sol=81550a7b9dddb12e92c4bb2ffbc576a95b227d2d,10d ago,,,Auckland CBD,Auckland,$27.84 – $29.98 per hour,2025-03-13,,,Quick Apply
General Warehouse Picker/Packer,CDC Ltd,Warehouse Picker/Packer,https://www.seek.co.nz/job/82594493?type=standard&ref=search-standalone&origin=cardTitle#sol=d5377c1e1dab91b2d7da8d8228a71eb3c31d5c44,2d ago,,,Auckland CBD,Auckland,"$55,000 – $60,000 per year",2025-03-13,,,Quick Apply
Primary Care Practice Health Assistant,Auckland Family Medical Centre,This role is critical to the smooth day to day operation of our clinic,https://www.seek.co.nz/job/82463507?type=standard&ref=search-standalone&origin=cardTitle#sol=2655a8ade9d898d80b7685f3a1d3b30db9d5416b,8d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Cookie Time Sales Assistant Part Time,Cookie Time International Ltd,Opportunity to join one of New Zealand's most trusted brands!!!,https://www.seek.co.nz/job/82700557?type=standard&ref=search-standalone&origin=cardTitle#sol=88027a6e352e8c8a9588f2ba2e80f78482b9c81b,27d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Team Member,Cash Converters,"Join a global company, immerse yourself in a unique retail role, and make a meaningful impact in your community by providing financial solutions.",https://www.seek.co.nz/job/82531380?type=standard&ref=search-standalone&origin=cardTitle#sol=d78018b7fc0b6cc5242eb45089a5c835846fd892,1d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Housekeeping Room Attendants,Park Hyatt Auckland,We are seeking Room Attendants to join the Park Hyatt Auckland family!,https://www.seek.co.nz/job/82078069?type=standard&ref=search-standalone&origin=cardTitle#sol=2a216642199b2b39bba56b03ddbba6053c81a405,22h ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
