title,company,description,link,listedOn,email,phone,city,region,salary,runDate
Data Warehouse Developer,Clicks IT Recruitment (NSW),"Are you a Data Warehouse Developer with a solid understanding of SQL, Azure Data Factory, and Azure Cloud? We have an exciting opportunity for you!",https://www.seek.com.au/job/77643386?type=standard&ref=search-standalone&origin=cardTitle#sol=b931cac88c7f2684f82ed7dccfd57ba2fc7b2bc4,,adjustments@clicks.com.au,,Canberra ACT,Lane Cove,,2024-07-29
Senior Technical Engineer,Peoplebank Australia ACT,Our Federal Government Client is seeking a Senior Technical Engineering Expert for their team in ACT (hybrid role);Open to Australian Citizens.,https://www.seek.com.au/job/77603861?type=standout&ref=search-standalone&origin=cardTitle#sol=014ff80639c85c5db027deba2538feab3c8a6bac,,,0262689781,Sydney NSW,Canberra ACT,competitive remuneration,2024-07-29
Senior Consultant - Decision Support,Atturra,Senior Consultant,https://www.seek.com.au/job/77609802?type=standout&ref=search-standalone&origin=cardTitle#sol=cba4882a78c8463a14a86541c145f3932ff56c32,,talentacquisition@atturra.com,,Sydney NSW,Canberra ACT,Global Finance Organization - Greenfield Tech,2024-07-29
Senior Technical Engineer,SYPAQ Systems,SYPAQ is seeking a Senior Platform Integration Expert to provide their expertise for this large Government client based in Canberra.,https://www.seek.com.au/job/77599234?type=standout&ref=search-standalone&origin=cardTitle#sol=5e0f82de0736bde978af388b0dc995d3dd8271f6,,ely.gerard@sypaq.com.au,,Sydney NSW,Canberra ACT,Subsidised health insurance + stock discounts,2024-07-29
Data Analyst,Treasury Wine Estates Limited,Support the design and development of highly effective reporting that transforms the level of insights within Penfolds using trusted data sources,https://www.seek.com.au/job/77593357?type=standout&ref=search-standalone&origin=cardTitle#sol=6ad44850888d14e065bc5e9dba436ea5c5f153f5,,recruitment@tweglobal.com,,Sydney NSW,Canberra ACT,Competitive hourly rate,2024-07-29
Enterprise Solutions Project Coordinator,Public Sector People,Public Sector People are recruiting for a Project Coordinator to lead and manage small initiates within a Local Government team.,https://www.seek.com.au/job/77590593?type=standard&ref=search-standalone&origin=cardTitle#sol=1caba96a883d16fc8cfd6f279c633459daae7daa,,olivia@publicsectorpeople.com.au,,Sydney NSW,Canberra ACT,inc super,2024-07-29
Project Manager,M&T Resources,Project Manager to lead Ellipse Evergreen Program.,https://www.seek.com.au/job/77647506?type=standout&ref=search-standalone&origin=cardTitle#sol=8cbe3b673401a53bf58b889f7f9c678baa8f5fe3,,carol.ferraz@mtr.com.au,,Sydney NSW,Canberra ACT,,2024-07-29
Geospatial Engineer,"Hays | Technology","Long-term contract | Work on a multi-million dollar project | Hybrid working arrangements will be considered",https://www.seek.com.au/job/77644455?type=standout&ref=search-standalone&origin=cardTitle#sol=a6c4213059db65f474e32d03ea2cdd823855a55b,,Lillee.Keane@hays.com.au,,Sydney NSW,Canberra ACT,,2024-07-29
QA Software Engineer,The Onset,Be part of a recently built from scratch QA team and define your own roadmap.,https://www.seek.com.au/job/77646040?type=standout&ref=search-standalone&origin=cardTitle#sol=392220f100040c936b7dd3a0164716f6ce706986,,Reema@theonset.com.au,0499332019,Darwin NT,Sydney NSW,AUD 130000 - 160000 per annum,2024-07-29
Integration Technical Lead/Architect - MuleSoft,Paxus,Opportunity to work within a large complex environment with multiple initiatives.,https://www.seek.com.au/job/77590842?type=standard&ref=search-standalone&origin=cardTitle#sol=3b5aaa3fd18567e28f65fbea5ba270b19a276a51,,ayadav@paxus.com.au,,Darwin NT,Sydney NSW,$650 - $800 p.d. plus GST,2024-07-29
Solution Consulting - Practice Manager,Frazer Tremble Executive,Frazer Tremble has partnered with a global software vendor as they source a Solution Consulting Practice Manager.,https://www.seek.com.au/job/77608331?type=standout&ref=search-standalone&origin=cardTitle#sol=d33a46dacad46190d04af3fca708921ae6ea4c12,,mark@frazertremble.com.au,,Darwin NT,Sydney NSW,$150K + benefits,2024-07-29
Principal SRE,Attribute Group,"Working on AWS tech stack, this Global Bank requires a Principal SRE with an ""automate everything"" approach.",https://www.seek.com.au/job/77590663?type=standout&ref=search-standalone&origin=cardTitle#sol=f486f553cd3c365dba1e5807e09256eb2ea199c0,,acronin@attributegroup.com.au,,Darwin NT,Sydney NSW,,2024-07-29
Product Owner - Electronic Warfare,The Decipher Bureau,Want to be treated like an adult? EW your cuppa? Keen to develop novel RF systems? Want to be recognised/rewarded? Enjoy cake (seriously)?,https://www.seek.com.au/job/77593342?type=standout&ref=search-standalone&origin=cardTitle#sol=829fd92255144f7391598ad56d657a64603bc5b0,,mpearman@decipherbureau.com,,Darwin NT,Sydney NSW,,2024-07-29
Business Analyst - Strategy/M&A,Allura Partners,Permanent Business Analyst - M&A strategy - $150K - Rare & exciting opportunity,https://www.seek.com.au/job/77591342?type=standard&ref=search-standalone&origin=cardTitle#sol=b42a0aa0741276b949beb86a3b507ddc19a82082,,Emily.sharkey@allurapartners.com.au,,Darwin NT,Sydney NSW,,2024-07-29
Spatial Technical Analyst,Paxus,We are looking for a skilled Spatial Technical Analyst to join our clients Enterprise Spatial Platform team.,https://www.seek.com.au/job/77596355?type=standard&ref=search-standalone&origin=cardTitle#sol=95026479b714fa0aabcb7e8ebd9100abb92a17a9,,srobertson@paxus.com.au,,Darwin NT,Sydney NSW,,2024-07-29
Senior Business Analyst - Cyber,University of New South Wales,The Senior Business Analyst - Cyber will support the delivery of the University’s Cyber Security Enablement Program (the Program).,https://www.seek.com.au/job/77623570?type=standard&ref=search-standalone&origin=cardTitle#sol=681fa2dc460464d0f5762dcf01521a18c1a6d9f7,,j.maclachlan@unsw.edu.au,,Darwin NT,Sydney NSW,,2024-07-29
Node.JS Backend Engineer,Davidson,Exciting transformation project.,https://www.seek.com.au/job/77635071?type=standout&ref=search-standalone&origin=cardTitle#sol=94d123187d8767ff5a6dc40987ccec53727248f6,,simar.sajjan@davidsonwp.com,072024-3771,Darwin NT,Sydney NSW,,2024-07-29
Project Coordinator (Security Clearance Required),Peoplebank Australia NSW,We are looking for a Project Coordinator with Baseline Clearance - Long term Contract!!!,https://www.seek.com.au/job/77639065?type=standout&ref=search-standalone&origin=cardTitle#sol=3c2777bffeff9998a6d95f30df51c000daa69c3f,,Aparna.Sharma@peoplebank.com.au,,Darwin NT,Sydney NSW,,2024-07-29
Project Coordinator (Security Clearance Required),Peoplebank Australia NSW,We are looking for a Project Coordinator with Baseline Clearance - Long term Contract!!!,https://www.seek.com.au/job/77636977?type=standout&ref=search-standalone&origin=cardTitle#sol=03c2e970951147f595c7971cfd1b3ded43780a4d,,Aparna.Sharma@peoplebank.com.au,,Parramatta,Sydney NSW,Competitive Salary and Benefits,2024-07-29
SharePoint Administrator,Motion Recruitment,My client is looking for an SharePoint Administrator for an initial 3 month contract working for a local government with a strong chance of extension.,https://www.seek.com.au/job/77636037?type=standout&ref=search-standalone&origin=cardTitle#sol=2344c0693e52079039455c097c75a0af754c2208,,james@motionrecruitment.com.au,,Parramatta,Sydney NSW,Employer of Choice > Exciting Digital Projects,2024-07-29
Project Support Officer,Vectiq Pty Ltd,Exclusive Project Support Officer role based within the Federal Government space in Canberra,https://www.seek.com.au/job/77603567?type=standout&ref=search-standalone&origin=cardTitle#sol=580abc6fa2d407c5732f25bddcb030e48a803c00,,Sumedha.bohra@vectiq.com.au,,Parramatta,Sydney NSW,,2024-07-29
Business Analyst,healthAbility,"If you want flexibility, a great culture, inspiring teams and a supportive working environment read on!",https://www.seek.com.au/job/77602969?type=standout&ref=search-standalone&origin=cardTitle#sol=4a29197bf393e3d961cea02ff18eed02e88ac4ed,,michael.lobianco@healthability.org.au,,Parramatta,Sydney NSW,,2024-07-29
Security Engineer,Launch Recruitment Pty Ltd,Security Engineer required for a 12 months contract working with a well known federal department.,https://www.seek.com.au/job/77606470?type=standout&ref=search-standalone&origin=cardTitle#sol=a6827af2bb956cd2fa0055d3e3c40bffaf15d3da,,sgarrison@launchrecruitment.com.au,,Parramatta,Sydney NSW,,2024-07-29
Software Engineer,Fletcher Building Australia,Ready to make your mark with a leading brand? Want to work on a project that will enhance our industry-leading software? We’d love to hear from you!,https://www.seek.com.au/job/77591077?type=standout&ref=search-standalone&origin=cardTitle#sol=b874aa00078a6dfee45738b7ebb3a08c5cd9a9ad,,humanresources@stramit.com.au,,Parramatta,Sydney NSW,,2024-07-29
Senior/Lead Architect,Randstad Digital,"Seeking an experienced Lead Architect in the architecture, design, planning and implementation of a wide variety of information technology projects.",https://www.seek.com.au/job/77602932?type=standard&ref=search-standalone&origin=cardTitle#sol=ad6c0303b109ce32fb45d8cd1501a68349bfb57c,,,0425763872,Parramatta,Sydney NSW,,2024-07-29
