title,company,description,link,listedOn,email,phone,city,region,salary,runDate
Senior Accountant Regulatory,Department of Internal Affairs,We're looking for an experienced Accountant to join the Regulatory group at Charities Services Ngā Ratonga Kaupapa Atawhai,https://www.seek.co.nz/job/75721916?type=standout&ref=search-standalone&origin=cardTitle#sol=c3526ac7021f27ac50afaa7cc33a4bbd2ab7706b,,Penelope.Cox@dia.govt.nz,,Christchurch Central,Canterbury,,2024-05-09
Agronomist - Sales & Research - Eastern Otago,Agricom,We are seeking a dynamic and results-driven individual to join our team as the Sales Agronomist for Eastern Otago.,https://www.seek.co.nz/job/75721917?type=promoted&ref=search-standalone&origin=cardTitle#sol=7427646a7f9f49356cf82f777aa651834f6e7516,,mmsmith@agricom.co.nz,,Parnell,Auckland,"Commensurate with experience + car, insurances",2024-05-09
SAP Functional Lead - Retail,84 Recruitment,Play a critical part in a significant SAP implementation and collaborate with some of the best technical minds in the country,https://www.seek.co.nz/job/75713354?type=standout&ref=search-standalone&origin=cardTitle#sol=aed97680b3a517840fcfec0d174cc7f6ba5b3a10,,yaman@84recruitment.co.nz,,Parnell,Auckland,Highly competitive hourly rate + Range of Benefits,2024-05-09
Occupational Health Nurse,Habit Health,"Make your mark in a new, rapidly growing nursing profession with a company that values your progression as much as it supports its clients",https://www.seek.co.nz/job/75724921?type=standout&ref=search-standalone&origin=cardTitle#sol=5ea1362fed00716b41c887c4e16326379a3fa9ac,,HR@Habit.co.nz,,Parnell,Auckland,,2024-05-09
Nuclear Medicine Technologist,I-MED Radiology Network,Introducing I-MED Bay of Plenty in sunny Tauranga&#8212;an innovative new healthcare hub at the heart of the picturesque Bay of Plenty!,https://www.seek.co.nz/job/75724893?type=standout&ref=search-standalone&origin=cardTitle#sol=6d5ee4a8e4bf4fd266c1bb18e54bfee69cbbe13b,,indiana.nickson@i-med.com.au,,Parnell,Auckland,,2024-05-09
"Network Manager - Roading | State Highways",Waka Kotahi - NZ Transport Agency,Use your road asset management experience to work across a variety of structures and highway projects throughout the north-west of the South Island,https://www.seek.co.nz/job/75711639?type=standout&ref=search-standalone&origin=cardTitle#sol=0261f2ccd50db0ca6678192926baeba2f6086303,,careers@nzta.govt.nz,,Parnell,Auckland,,2024-05-09
Network Manager (Roading Engineer),Waka Kotahi - NZ Transport Agency,Influence the standard of roading in Marlborough and directly manage an integrated transport network. Flexible working and five weeks annual leave,https://www.seek.co.nz/job/75719782?type=standout&ref=search-standalone&origin=cardTitle#sol=fefb50d9d6abc841221ea17b80c7e26d16bdd746,,careers@nzta.govt.nz,,Parnell,Auckland,,2024-05-09
Senior Mechanical Design Engineer,Stellar Recruitment,Our client are seeking a talented and Senior Mechanical Design Engineer with a dynamic and fun personality to join their expanding team,https://www.seek.co.nz/job/75713727?type=standout&ref=search-standalone&origin=cardTitle#sol=c0d958501892de27473a3e585ebfd5d8773b39fb,,shekinah.b@stellarrecruitment.co.nz,021 245 1563,Parnell,Auckland,,2024-05-09
Registered Nurse - Westport (2 days a week),Royal New Zealand Plunket Trust,We’re seeking a Registered Nurse in our Westport team on a part time (2 day a week) permanent basis.,https://www.seek.co.nz/job/75714125?type=standout&ref=search-standalone&origin=cardTitle#sol=8ddab1e36cf7bd80be5528a15a0a687e00cc375d,,Julia.Fraser@plunket.org.nz,,Parnell,Auckland,,2024-05-09
"Commercial Property lawyer | Senior Associate",CoLegal,Make your mark in a humming property and commercial law practice,https://www.seek.co.nz/job/75721366?type=standout&ref=search-standalone&origin=cardTitle#sol=bb7795162e189c5967680b1d8121d92397a83f4a,,anand@colegal.co.nz,,Parnell,Auckland,,2024-05-09
Senior Mechanical Design Engineer - Nelson,Stellar Recruitment,Relocate to sunny Nelson! Our client are seeking a talented and Senior Mechanical Design Engineer to join their expanding team,https://www.seek.co.nz/job/75713741?type=standout&ref=search-standalone&origin=cardTitle#sol=6e0bd02760f177b4ec2149c6c59b1f39a619a7a0,,shekinah.b@stellarrecruitment.co.nz,021 245 1563,Parnell,Auckland,,2024-05-09
Senior Business Intelligence Analyst,Te Whatu Ora Health NZ – Te Toka Tumai Auckland,Senior BIA is a member of the Data & Intelligence function & works directly with colleagues across directorates to deliver intelligence products,https://www.seek.co.nz/job/75719242?type=standout&ref=search-standalone&origin=cardTitle#sol=492ac6bd8d63ca086793b9e7ff8f32dc7cc43036,,mkerley@adhb.govt.nz,,Auckland CBD,Auckland,"$91,293 – $107,404 per year",2024-05-09
Clinical Psychologist,APM Workcare,"If you want to make a difference in people’s lives, APM is the place you can do it. Here you’ll join a team united by a common purpose.",https://www.seek.co.nz/job/75717174?type=standout&ref=search-standalone&origin=cardTitle#sol=0dcfaccd007a06e6ea25e389b0db363c5ddda618,,Shane.bhan@apm.net.au,,Auckland CBD,Auckland,Up to $97308 p.a. + extra AL + wellbeing days,2024-05-09
Psychologist/Counsellor,New Zealand Red Cross,"Helping individuals navigate emotions, behaviors, and mental health challenges through therapy and counseling. Permanent Position 37.5 hours/week.",https://www.seek.co.nz/job/75713861?type=standout&ref=search-standalone&origin=cardTitle#sol=67c7e35f62473d546987be43e9f3e7d963b822b9,,ben.meates@redcross.org.nz,,Auckland CBD,Auckland,,2024-05-09
Electrical & Controls Engineer,Technical Recruitment Solutions,Electrical & Controls Engineering Product Development for Heavy Machinery applications exported to the world.,https://www.seek.co.nz/job/75721043?type=standout&ref=search-standalone&origin=cardTitle#sol=5bf12b8179dd3337d01614e1250ae1fa57544d4f,,david@trs.co.nz,,Auckland CBD,Auckland,,2024-05-09
Roading Engineer,Otorohanga District Council,Responsible for developing and delivering a proactive programme of work to make sure the district's roading infrastructure is maintained effectively.,https://www.seek.co.nz/job/75713833?type=standout&ref=search-standalone&origin=cardTitle#sol=f36ed67b5342ae48d2c1db4326e3da452064e778,,pauls@otodc.govt.nz,027 321 3393,Auckland CBD,Auckland,,2024-05-09
Drainage Foreman,Stellar Recruitment,"Are you a qualified drain layer looking for a new opportunity, change of pace or new location to work? Take on a Foreman leadership role in Otago.",https://www.seek.co.nz/job/75720456?type=standout&ref=search-standalone&origin=cardTitle#sol=2504b09873812827fdb82a3278560386c69003d7,,Max.g@stellarrecruitment.co.nz,021 192 4899,Auckland CBD,Auckland,,2024-05-09
Electrician,Kirimana Consultants,Join Auckland's Premier Electrical Powerhouse and Energize Your Career!,https://www.seek.co.nz/job/75711696?type=standout&ref=search-standalone&origin=cardTitle#sol=e9a16ea65d426b3765d88125c7035d2725282ac7,,cowin@kirimana.co.nz,027 273 9373,Auckland CBD,Auckland,,2024-05-09
Clinical Psychologist,APM Workcare,Come and join our dedicated team in the beautiful Taranaki Region!,https://www.seek.co.nz/job/75717023?type=standout&ref=search-standalone&origin=cardTitle#sol=ba0f68dd65dfc8dec158f5e3d21625a9b7ff8d36,,shane.bhan@apm.net.au,,Auckland CBD,Auckland,,2024-05-09
Registered Midwives - Birth Suite & Postnatal,Epworth,"Make the move Down Under... Epworth Freemasons,close to Melbourne CBD are currently recruiting midwives to join the postnatal ward and birth suite",https://www.seek.co.nz/job/75715218?type=standout&ref=search-standalone&origin=cardTitle#sol=759a8e4179e3e9f5d4cb24b579388c3ad68eaa5d,,talent@epworth.org.au,,Auckland CBD,Auckland,,2024-05-09
Clinical Psychologist,APM Workcare,Looking for work flexibility and role where no two days are the same? - Look no further!,https://www.seek.co.nz/job/75717090?type=standout&ref=search-standalone&origin=cardTitle#sol=a863836816eedbab6ce070893f11fb075811e3f3,,shane.bhan@apm.net.au,,Auckland CBD,Auckland,,2024-05-09
Team Coach - Nurse,Wise Group,"Use your clinical registration & skills to assess, plan, implement, monitor, & evaluate tangata whaiora health needs.",https://www.seek.co.nz/job/75713579?type=standout&ref=search-standalone&origin=cardTitle#sol=368b27634e431fe8a454017c6aa395a2eaba8749,,,027 809 4374,Auckland CBD,Auckland,,2024-05-09
Product Owner,Earthquake Commission,"The Earthquake Commission- Toka Tū Ake Permanent role Based in Ōtautahi (Christchurch) | Whanganui a Tara (Wellington) A hybrid working opportunity Pr",https://www.seek.co.nz/job/75713759?type=promoted&ref=search-standalone&origin=cardTitle#sol=618de692cc72fbf15d244d6850f3725d77b591dc,,recruitment@eqc.govt.nz,,Wellington Central,Wellington,"$146,555 - $152,416",2024-05-09
CALHN Emergency Medicine - Various Positions (Registrar Pool),SA Health - Central Adelaide Local Health Network,"Work across our two campuses, ensuring that their working experience exposes them to a wide variety of emergency medicine experiences.",https://www.seek.co.nz/job/75707676?type=standout&ref=search-standalone&origin=cardTitle#sol=7089b55eb8f9620a1185eca1b8505f312d794c3f,,joanne.gage@sa.gov.au,,Wellington Central,Wellington,$38 – $45 per hour,2024-05-09
Clinical Psychologist,APM Workcare,We're looking for a passionate Clinical Psych to join our dedicated team in Hamilton!,https://www.seek.co.nz/job/75717282?type=standout&ref=search-standalone&origin=cardTitle#sol=3548d42308dfea7f90a90d6626b0f7fefe24da5a,,shane.bhan@apm.net.au,,Wellington Central,Wellington,"The full salary range is $110,704 - $117,907",2024-05-09
Two positions : Class 4 Truck driver and Digger operator,HT Contracting limited,We seeking to fill two positions a digger operator and a class 4 truck driver to join our small team here in beautiful Queenstown,https://www.seek.co.nz/job/75715323?type=standard&ref=search-standalone&origin=cardTitle#sol=acc16a4865d6ad44d90722933f5a4513635298fd,,,0276979600,Wellington Central,Wellington,$30 – $40 per hour,2024-05-09
Clinical Psychologist,APM Workcare,Looking for a change in 2024? Why not join us and discover a work/life balance tailored to you!,https://www.seek.co.nz/job/75716433?type=standout&ref=search-standalone&origin=cardTitle#sol=20216385da75d33edb4348544e5b38eac164bde0,,shane.bhan@apm.net.au,,Wellington Central,Wellington,,2024-05-09
Clinical Nurse Specialist - Otago Corrections Facility,Department of Corrections,"In your role as a CNS, you'll take the lead in supporting the professional growth of fellow mental health professionals within the ISP team.",https://www.seek.co.nz/job/75713715?type=standout&ref=search-standalone&origin=cardTitle#sol=c4b1c010fe519de0482b8df7bb377dd1a4606b71,,careers@corrections.govt.nz,,Wellington Central,Wellington,,2024-05-09
Clinical Psychologist,APM Workcare,Are you passionate about enabling better lives and giving back to your community?,https://www.seek.co.nz/job/75716901?type=standout&ref=search-standalone&origin=cardTitle#sol=dad909b33b26c4eae685abd5973bdbefd6c21d1f,,shane.bhan@apm.net.au,,Wellington Central,Wellington,,2024-05-09
"Clinical Psychologist, Mental Health - Rimutaka",Department of Corrections,Opportunity for a passionate psychologist to join our supportive mental health team located at Rimutaka Prison.,https://www.seek.co.nz/job/75727258?type=standout&ref=search-standalone&origin=cardTitle#sol=c3bd629613851245bdf6766aeb1705382f1ed83c,,careers@corrections.govt.nz,,Wellington Central,Wellington,,2024-05-09
Emergency Management and Business Continuity Advisor,Wellington Water Limited,You will build capability through knowledge sharing and build the Regulatory Services Directorate and Risk and Assurance team credibility.,https://www.seek.co.nz/job/75719011?type=promoted&ref=search-standalone&origin=cardTitle#sol=f26e4ca5688e1616aaec8b2bcefc09ca14e1c49b,,JoinUs@wellingtonwater.co.nz,,Auckland CBD,Auckland,$38 – $43 per hour,2024-05-09
Practice Nurse,Broadway Health Medical Centre,Do you have experience in Primary Care? Looking for a fresh new job for? Apply today!,https://www.seek.co.nz/job/75713164?type=standout&ref=search-standalone&origin=cardTitle#sol=c8c14c2aa42b0674d50876b24257b06cc3a4b118,,kiddm@broadwayhealth.co.nz,,Auckland CBD,Auckland,$35 – $50 per hour,2024-05-09
"Occupational Therapist | Auckland Wide",Better Rehab,Join our Auckland team and earn an attractive salary + bonus + travel reimbursement.,https://www.seek.co.nz/job/75730133?type=standout&ref=search-standalone&origin=cardTitle#sol=866769d4e3d2325004ff39da886e4945235f8a4c,,mona@betterrehab.com.au,,Auckland CBD,Auckland,Competitive salary & great employee benefits,2024-05-09
Registered Nurse,RWR Health,"Reclaim your weekends. Gain valuable experience working in the community. Manage a caseload. Complete assessments, develop and review care plans",https://www.seek.co.nz/job/75718748?type=standout&ref=search-standalone&origin=cardTitle#sol=20d3216a30172b86bbe9022630466b9c705d5e73,,,027 905 0183,Auckland CBD,Auckland,,2024-05-09
Registered Nurse & Registered Dietitian - Casual Diabetes Educators,Manawatu Horowhenua Tararua Diabetes Trust,"Manawatu, Horowhenua and Tararua Diabetes Trust are seeking two health professionals (casual positions) to deliver our education courses.",https://www.seek.co.nz/job/75718481?type=standard&ref=search-standalone&origin=cardTitle#sol=f6946e341c8ad09924be417fbb6f6f97dd0753d4,,admin@diabetestrust.org.nz,,Auckland CBD,Auckland,,2024-05-09
REGISTERED NURSE Contract and Permanent opportunities in FNQ!,Carinya Home for the Aged,"Escape the Winter and head to where the Rainforest meets the Reef in Tropical FNQ, Australia. Excellent incentives!",https://www.seek.co.nz/job/75726328?type=standard&ref=search-standalone&origin=cardTitle#sol=a4060a5222ed3b4d18bb742ebe4939324862aade,,HRC@Carinyahome.org.au,,Auckland CBD,Auckland,,2024-05-09
"Plumber, Gasfitter, Drainlayer",Free Flow Plumbing and Gas Ltd,Wanaka is calling! This is your opportunity to live and work in one of the most desirable places in NZ. Are you ready to make the move?,https://www.seek.co.nz/job/73635761?type=standard&ref=search-standalone&origin=cardTitle#sol=d04642442880b8832f8114bb3bd05c1218eec728,,info@freeflowplumbing.co.nz,,Auckland CBD,Auckland,,2024-05-09
Senior Advisor Risk Reduction and Resilience,Earthquake Commission,The Earthquake Commission - Toka Tū Ake Permanent role Based in Whanganui a Tara (Wellington) A hybrid working opportunity Professional development su,https://www.seek.co.nz/job/75713594?type=promoted&ref=search-standalone&origin=cardTitle#sol=5a5f20e4929eb7c95dd0808f96a8063b36b94807,,recruitment@eqc.govt.nz,,Queenstown,Otago,Competitive Salary,2024-05-09
General Practitioner,Broadway Health Medical Centre,You will have the opportunity to work at all three of our branches - all are in close vicinity to our beautiful beaches and historical walkways,https://www.seek.co.nz/job/75713368?type=standout&ref=search-standalone&origin=cardTitle#sol=e2f05ab1d1eeac8f30e6f15417dbe67fb98efad2,,jessieo@broadwayhealth.co.nz,,Queenstown,Otago,"Top hourly rates, allowances and bonus on offer",2024-05-09
Aged Care RN - Regional NSW - amazing package!!!!,Talent Quarter Pty Ltd,Registered Nurses - Inverell NSW locations,https://www.seek.co.nz/job/75728296?type=standout&ref=search-standalone&origin=cardTitle#sol=681e9880c4bd804327d1c4c3fdf8ace39f86f9fb,,sarah.franke@talentquarter.com,,Queenstown,Otago,"$100,000 - $140,000 + Bonus",2024-05-09
Engineering Surveyor - large civil projects across Australia,Aurum Recruitment,We're looking to speak to surveyors looking to make a move to Australia to work on large construction projects. Get in touch today.,https://www.seek.co.nz/job/75714466?type=standout&ref=search-standalone&origin=cardTitle#sol=509c4ed37393f93184aede5d5ce73360ca0e9f1a,,,274 666 7430,Queenstown,Otago,,2024-05-09
Heavy Diesel Mechanic,Dirtworks Limited,"HD mechanic sought to help diagnose, repair & maintain a wide range of light & heavy diesel plant, equipment and vehicles.",https://www.seek.co.nz/job/75720692?type=standout&ref=search-standalone&origin=cardTitle#sol=8dff9d70c618e36cfbe0a8cc2165c7efc4cf61ae,,jean@dirtworks.co.nz,,Queenstown,Otago,,2024-05-09
Senior Structural Engineer,Archway Recruitment,"Work on multi-level structures, new design, assessing and strengthening existing structures. Great company culture, projects and working environment!",https://www.seek.co.nz/job/75728566?type=standout&ref=search-standalone&origin=cardTitle#sol=b0e17720acb41ff194cd814288a33b03eda26696,,james@archwayrecruitment.com,021 281 0140,Queenstown,Otago,,2024-05-09
Fire Engineer/Senior Engineer – AKL/WLG/CHC – Permanent,Fire and Emergency New Zealand,FENZ are seeking a dynamic Fire Engineer to join the Fire Engineering unit!,https://www.seek.co.nz/job/75714309?type=standout&ref=search-standalone&origin=cardTitle#sol=f9006115fa06828610d8178b934bdce291b123c2,,nhqjobs@fireandemergency.nz,,Queenstown,Otago,,2024-05-09
Registered Nurse - Palmerston North,Presbyterian Support Central,"Calling RNs interested in aged care, for our relaxed and friendly Brightwater Home.",https://www.seek.co.nz/job/75713646?type=standout&ref=search-standalone&origin=cardTitle#sol=6dc4da917c4ef943426ca61916e40d41807e955d,,,027 574 0350,Queenstown,Otago,,2024-05-09
Senior Structural Engineer,Archway Recruitment,Work for a leading structural consultancy with a reputation for excellence and manage structural design work for large scale buildings.,https://www.seek.co.nz/job/75725226?type=standout&ref=search-standalone&origin=cardTitle#sol=5a4c25190b3db9d5bfc11ac8805d608e5b4201d3,,James@archwayrecruitment.com,0212810140,Queenstown,Otago,,2024-05-09
Senior Lecturer / Associate Professor in Food Technology,Massey University,"Contribute to Massey University's Food Technology program in Wuxi, China. Teach, develop courses, and support at Jiangnan University. PhD required.",https://www.seek.co.nz/job/75712054?type=standout&ref=search-standalone&origin=cardTitle#sol=fcdd83416fa09efaf4fcc9506f15f3677eadb201,,S.H.Flint@massey.ac.nz,,Queenstown,Otago,,2024-05-09
Senior Structural Engineer,Grada Recruitment,Join this industrial specialist engineering consultancy as their next lead CPEng engineer. Thrive in a pivotal role overseeing diverse projects!,https://www.seek.co.nz/job/75723499?type=standout&ref=search-standalone&origin=cardTitle#sol=bcb2dd178ee3f18ae98a01a7ff935f3c06324e7d,,emoore@gradarecruitment.com,021 044 4880,Queenstown,Otago,,2024-05-09
Business Development Manager - KiwiSaver,Linchpin Consulting,"Are you an experienced financial services professional who is an energic, self-starter that is now looking for your next role?",https://www.seek.co.nz/job/75753749?type=promoted&ref=search-standalone&origin=cardTitle#sol=3feac67340554d5066267cdafb2a2a2caea33166,,info@linchpin.co.nz,,Auckland CBD,Auckland,"Base wage + Commission (OTE $65,000 - $95,000)",2024-05-10
Housing Support Manager - Counties Manukau (Fixed Term until Nov 2025),Kainga Ora,"Our Housing Support Managers do incredible mahi, supporting our customers to access amenities and services, and to thrive within their community",https://www.seek.co.nz/job/75749134?type=standout&ref=search-standalone&origin=cardTitle#sol=c2edbd1075273938e3d8f2a817b79570c9169b21,,Kaingaora.recruit@kaingaora.govt.nz,,Auckland CBD,Auckland,Staff Travel + Free Parking + 5 Weeks Annual Leave,2024-05-10
Operations Manager,Expert360,Our client is looking for a permanent Operations Manager to join their high performance and supportive Auckland team,https://www.seek.co.nz/job/75750734?type=standout&ref=search-standalone&origin=cardTitle#sol=dfd24253642e5a57d2f2ba978f7e1b3a58eb3c09,,tram.nguyen@expert360.co.nz,,Auckland CBD,Auckland,$32 – $42 per hour,2024-05-10
GM/Branch Manager,Rec2Rec,"Leadership; Creating a good to great environment on many different levels. Empowering people, delivering to budget, strategy and so much more. You ?",https://www.seek.co.nz/job/75750311?type=standout&ref=search-standalone&origin=cardTitle#sol=b0b21d391736c34ad1b0c916a0ff2eb687a3e3a5,,mike.osborne@rec2rec.co.nz,029 3370637,Auckland CBD,Auckland,,2024-05-10
Group Accountant,Consult Recruitment - Accounting and Finance,"Broad hands-on accountant role working for well-established, dynamic NZ-based international business. CBD based near Britomart with heaps of flex.",https://www.seek.co.nz/job/75743231?type=standout&ref=search-standalone&origin=cardTitle#sol=270a159e088092f761bcfa5d832e563634249272,,,(0226188101,Auckland CBD,Auckland,,2024-05-10
Finance Manager,Parker Bridge,Join a mission driven organisation as a Finance Manager and drive the Financial success.,https://www.seek.co.nz/job/75741670?type=standout&ref=search-standalone&origin=cardTitle#sol=055ffd120611a5918e375f8b280859104b2e3168,,michael.lambourne@parkerbridge.nz,,Pukekohe,Auckland,NZD 95000 - 105000 per annum,2024-05-10
Mediator (Employment),"Ministry of Business, Innovation and Employment",Enjoy flexible working with MBIE,https://www.seek.co.nz/job/75739717?type=standout&ref=search-standalone&origin=cardTitle#sol=29a2e4faa2ded8daeb89a21680f4e050b0dbdf21,,jane.ransfield@mbie.govt.nz,,Pukekohe,Auckland,"$90,000 + Bonuses OTE $20,000",2024-05-10
Finance Analyst,SKY TV,"Are you looking for a role that offers hybrid working, development opportunities and the ability to make a real difference to Rangiata Sky?",https://www.seek.co.nz/job/75746239?type=standout&ref=search-standalone&origin=cardTitle#sol=c36f31fc13d39f1c54eabc7b11bb747581ea622f,,jobs@sky.co.nz,,Pukekohe,Auckland,"$110,000 - $135,000",2024-05-10
Group Finance Manager,Hunter Campbell Limited,Broad & varied Group Finance Manager role in a uniquely complex engineering business.,https://www.seek.co.nz/job/75741888?type=standout&ref=search-standalone&origin=cardTitle#sol=dd1c27387bd31c678b87972618825d9d544e4c28,,josiec@huntercampbell.co.nz,027 773 4733,Pukekohe,Auckland,$35-50 per hour + bonuses,2024-05-10
D365 Systems Admin,BrightSpark Recruitment,"Great opportunity for a Systems Admin to bring their D365 F&O skills to a fun team, lots of room to up skill and grow",https://www.seek.co.nz/job/75742278?type=standout&ref=search-standalone&origin=cardTitle#sol=827b9e4b75902169ab04a4798e4ff243dc7a21ea,,smalcolm@brightspark.io,,Pukekohe,Auckland,$40 per hour + Commission,2024-05-10
Bailiff,Ministry of Justice,A fantastic opportunity to represent the Ministry of Justice as part of our Collections team.,https://www.seek.co.nz/job/75739062?type=standout&ref=search-standalone&origin=cardTitle#sol=e551a3a63213ba1bebd81f1bcfac7fd86598c0a5,,recruitment@justice.govt.nz,,Pukekohe,Auckland,,2024-05-10
Corporate Finance Manager,Channel Infrastructure NZ,"Provide strategic financial and analytical support with a focus on financial modelling, long term forecasting and general financial analysis.",https://www.seek.co.nz/job/75741288?type=standard&ref=search-standalone&origin=cardTitle#sol=b60661ed0e804054da24bc201a4b05138571d751,,kylie.linton@channelnz.com,,Pukekohe,Auckland,,2024-05-10
Legal System Administrator,Crown Law,We are looking for a Legal System Administrator to join our Finance and Performance Team.,https://www.seek.co.nz/job/75745279?type=promoted&ref=search-standalone&origin=cardTitle#sol=bd367f3263f1b358b93e87430fb9038d3ca3a194,,HR@crownlaw.govt.nz,,Wellington Central,Wellington,"$60,000 – $80,000 per year",2024-05-10
Corporate Finance Manager,Channel Infrastructure NZ,"Provide strategic financial and analytical support with a focus on financial modelling, long term forecasting and general financial analysis.",https://www.seek.co.nz/job/75741288?type=standard&ref=search-standalone&origin=cardTitle#sol=1087e462e4d9a0e5f31a286189ef719e55f178b8,,kylie.linton@channelnz.com,,Wellington Central,Wellington,Staff Travel + Free Parking,2024-05-10
Commercial Analyst,Consult Recruitment - Accounting and Finance,A commercial finance role in one of New Zealand's best-regarded businesses. Real opportunity to help the business drive performance & profitability.,https://www.seek.co.nz/job/75740612?type=standout&ref=search-standalone&origin=cardTitle#sol=ae9b808cd73abb9abe53a9b09c8b6352e7954815,,andy.hickey@consultrecruitment.co.nz,0211693764,Wellington Central,Wellington,,2024-05-10
HR Business Partner,Indevin Ltd,"Be a trusted HR Business Partner to our leaders across our wineries, vineyards and corporate portfolio",https://www.seek.co.nz/job/75746430?type=standout&ref=search-standalone&origin=cardTitle#sol=d791d7e51a431c84e940c2b32655b3d89b7ddaaa,,Julia.ritchie@indevin.com,,Wellington Central,Wellington,,2024-05-10
Legal System Administrator,Crown Law,We are looking for a Legal System Administrator to join our Finance and Performance Team.,https://www.seek.co.nz/job/75745279?type=promoted&ref=search-standalone&origin=cardTitle#sol=9f24734eb0b54f0d9408b6aa0b6233051e15c59e,,HR@crownlaw.govt.nz,,Wellington Central,Wellington,"$65,066 - $83,567",2024-05-10
Coronial Case Manager,Ministry of Justice,You will be responsible for co-ordinating all matters referred to the coroner in the Hawkes Bay region.,https://www.seek.co.nz/job/75739374?type=promoted&ref=search-standalone&origin=cardTitle#sol=2263b8b3561df72b25369d09a724054066b23821,,recruitment@justice.govt.nz,,Wellington Central,Wellington,"$80,000 - $90000 plus medical for the family",2024-05-10
Logistics Co-Ordinator - Dealership,KINGS RECRUITMENT LTD,Position for those who enjoy logistics coordination and all things Automotive,https://www.seek.co.nz/job/75741829?type=standout&ref=search-standalone&origin=cardTitle#sol=c3e938fcaedcc7c449de25e4df320ce00e558d43,,michelle@kingsrecruitment.co.nz,,Wellington Central,Wellington,"$80,000 – $85,000 per year",2024-05-10
Business Coordinator - Marketing,Datamine Limited,"Join Datamine as Business Coordinator (Marketing), driving initiatives in NZ and AU. Ethical analytics, proven success, and growth await. Apply now!",https://www.seek.co.nz/job/75743012?type=standout&ref=search-standalone&origin=cardTitle#sol=3b92d5d0e93596f4a8ae27ff6ae8d4b42e468792,,cate.hardy@datamine.com,022 344 1299,Wellington Central,Wellington,,2024-05-10
Quality Officer,MAS Zengrange (NZ) Ltd,Are you our new Quality Officer? Apply now to further your QA career!,https://www.seek.co.nz/job/75746326?type=standard&ref=search-standalone&origin=cardTitle#sol=bc189f25698421570b8a9a0edf672932d5f30b3b,,charlotte.fletcher@maszengrange.co.nz,,Wellington Central,Wellington,,2024-05-10
Court Registry Officer,Ministry of Justice,Exercise Deputy Registrar powers and help the day to day operations of the court!,https://www.seek.co.nz/job/75743899?type=standout&ref=search-standalone&origin=cardTitle#sol=60922bd523edc61263b30f2dd44e68a41c5aece9,,recruitment@justice.govt.nz,,Wellington Central,Wellington,,2024-05-10
Court Registry Officer,Ministry of Justice,Exercise Deputy Registrar powers and help the day to day operations of the court!,https://www.seek.co.nz/job/75740686?type=standout&ref=search-standalone&origin=cardTitle#sol=f6de285536c9d2d677b3bab861eb703e5b08b851,,recruitment@justice.govt.nz,,Wellington Central,Wellington,,2024-05-10
Senior Communications Advisor,Energy Efficiency & Conservation Authority,An exciting fixed-term opportunity to join EECA's communications and content team,https://www.seek.co.nz/job/75745469?type=promoted&ref=search-standalone&origin=cardTitle#sol=b6cb1368f3536ce2ed24019a4ea358e13c3742d4,,careers@eeca.govt.nz,,Auckland CBD,Auckland,"$65,000 – $80,000 per year",2024-05-10
Legal Secretary / PA - Property and Commercial,Rise Recruitment Solutions,"Legal Secretary / quasi Legal Executive role working in Residential and Commercial Property law, where you can be involved in the files.",https://www.seek.co.nz/job/75741295?type=standout&ref=search-standalone&origin=cardTitle#sol=c7e73d05ddfb93a3f6a009d0e943355695d03f96,,janine@riserecruitment.co.nz,,Auckland CBD,Auckland,$80k - $100k p.a.,2024-05-10
Legal System Administrator,Crown Law,We are looking for a Legal System Administrator to join our Finance and Performance Team.,https://www.seek.co.nz/job/75745279?type=standout&ref=search-standalone&origin=cardTitle#sol=173bcfd27ad581fd404ceb90b13f94b1f5a7e03d,,HR@crownlaw.govt.nz,,Auckland CBD,Auckland,,2024-05-10
Team Leader Engagement,ATCL Search,Community facing leadership role making a significant impact in Northland/Auckland.,https://www.seek.co.nz/job/75741929?type=standout&ref=search-standalone&origin=cardTitle#sol=232dbd5fcbd261863515bc6057c3d8114241fd20,,info@amytea.co.nz,,Auckland CBD,Auckland,,2024-05-10
Executive Principal Advisor,Education Payroll Limited,A critical connector role facilitating relationships and workflow between EPL and our governance stakeholders. Support our Board and CEO.,https://www.seek.co.nz/job/75753757?type=standout&ref=search-standalone&origin=cardTitle#sol=874420bbc00b809f777909792d2dc032139ae983,,myHR@edpay.nz,,Auckland CBD,Auckland,,2024-05-10
Content and Editorial Advisor,Energy Efficiency & Conservation Authority,We are looking for a Content and Editorial Advisor to join our Communications and Content Team at EECA.,https://www.seek.co.nz/job/75746303?type=standout&ref=search-standalone&origin=cardTitle#sol=f886541576dfc34c93f50d61af79c2c97693c8be,,careers@eeca.govt.nz,,Auckland CBD,Auckland,,2024-05-10
Executive Assistant and Board Support,Randstad - Business Support,"This is an exciting 12 month fixed term Executive Assistant and Board Support role, where regular travel to Australia is part of the job!",https://www.seek.co.nz/job/75746200?type=standard&ref=search-standalone&origin=cardTitle#sol=3ab50d38434c2c6b784de2a759897d9df925dddd,,prany.sun@randstad.co.nz,,Auckland CBD,Auckland,,2024-05-10
