title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms,jobType,fullDescription,jobClassification
Senior Site Reliability Engineer,DDS IT,Join our team and become a key player in enhancing the performance and security of our supported Azure Cloud infrastructure.,https://www.seek.co.nz/job/77794580?type=standard&ref=search-standalone&origin=cardTitle#sol=1e919708a93316054584174077c6bb6ebfe7351d,,,,Auckland CBD,Auckland,,2024-08-04,full-time,"We are hiring in both Auckland and Wellington locations.     If you're ready to innovate and shape the future of reliability, this opportunity is for you!   Lead the transformation and integration of DDS IT and customer infrastructure & cloud platforms by joining our team. Become a key player in the technical collaboration to enhance the performance and security of our supported Azure Cloud infrastructure, while influencing business operations and technology roadmaps.   You will be joining a high performing team. We are a Remote First Workplace Great company culture with people at its heart A Microsoft Partner with access to training and certification opportunities     About DDS IT  Our culture starts and ends with our people.  We are a successful IT Services business with an eye on the future, having grown to 100+ staff across New Zealand. Our culture starts and ends with our people. We are a growing people-centric team who work with Passion, Energy and Heart to deliver incredible customer experiences. We operate with flexibility and have created a friendly, caring and family feel workplace. You bring your best self to work to fulfil your potential and enable our Vision of connecting people and technology to improve the everyday life of New Zealanders.  At DDS IT we are big enough to partner with some of New Zealand’s leading Enterprise companies. But we’re small enough that any one of our clients can pick up the phone and talk to any one of our leadership team. Our size allows easy access to key stakeholders and resources helping remove barriers to create a collaborative environment for share valuable knowledge.  We're growing and truly walk the talk of our values aiming to positively impact individuals both professionally and personally. Our drive for excellence and willingness to go to the ends of the earth for clients has created rapid growth and a loyal customer base.  Our Mission is to become our customers trusted service provider. We believe we will achieve this through increasing the productivity of organisations, through the intelligent use of our products, services, and insights day in and day out.     A little bit about the role  As the Senior SRE Engineer you will be responsible for being the technical lead for DDS IT and its Customers’ infrastructure & cloud platforms which underpin the respective entities’ Business Operations and Technology roadmaps. The role will have a strong working relationship with technical resources and teams across DDS IT including Service Desk, Field Services, Managed Security Teams, as well as taking a senior role within the DDS IT Infrastructure & Cloud team. The role will also have a strong working relationship with key stakeholders within DDS IT’s client base, including technical and management functions within various Service and Technology delivery towers.     Your core responsibilities include but are not limited to:  Provide technical escalation point for team members. Identify and contribute improvements to processes. Identify areas where automation or efficiencies can be made. Ensure client SLAs are met. Lead role in maintaining and executing required security standards for supported infrastructure. Assist and advise in updating and/or transition of services into operations. Ensure that all customer data and information is collected, stored and communicated securely and in accordance with the Privacy Act    A bit about you  You are an experienced Senior SRE engineering professional who has over 3 years hands-on experience in managing and maintaining IaaS-centric infrastructure in an enterprise environment.  You will have solid understanding of Microsoft environment and application support including Ticket logging management.  You will take pride in your customer centric ability and commitment to the delivery of key touch points of service.  Like the rest of our team, you are performance driven and strives for excellence.     You will also have recent experience and/or proficiency on:  Azure services including Azure Virtual Machines, Azure Storage, Azure SQL Database, Azure App Service, Azure Functions, Azure Networking (Virtual Network, Azure Firewall, ExpressRoute), Azure Active Directory, etc. Operating systems (Windows Server 2012/2019, RHEL/CentOS, Ubuntu) Networking fundamentals & security standards Proficiency in IaC tools like Terraform, AWS CloudFormation, Bicep or Azure Resource Manager (ARM) templates, for automating infrastructure provisioning and management. Experience with Continuous Integration/Continuous Delivery (CI/CD) and source code management, across systems including Azure DevOps Familiarity with containerization technologies like Docker and orchestration tools like Kubernetes, especially Azure Kubernetes Service (AKS) & Azure Container Apps Usage & configuration of monitoring tools (Datadog, Splunk, LogicMonitor, Dynatrace) Scripting/Programming (Bash, PowerShell, Python) Databases (SQL Server, PostgreSQL, Oracle)  Having relevant cloud certifications particularly Azure Solutions Architect Expert will be an advantage.      Talk to us NOW:  If you have the skills and motivation that we are looking for, we want to hear from you. Please apply by following the links and sending in your resume.  We are inspired to connect with talented IT professionals and will be holding interviews concurrently with our advertising efforts.   People are at the heart of DDS IT. Excellent culture with a caring and family feel. Now is a once in a lifetime opportunity to join the DDS IT Professional Services family.  At DDS IT, we strive for excellent HR and Recruitment and Selection standards. We are proud to be an Equal Opportunities Employer (EOE) and believe that diversity within the workplace is an essential element to our success.  To know more about us and our open roles, feel free to browse in our DDS IT Careers Page (https://www.ddsit.co.nz/about#careers).",Networks & Systems Administration (Information & Communication Technology),
Practice Lead - Software Engineer.,Datacom,Our Why Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives and help organi,https://www.seek.co.nz/job/77793526?type=standout&ref=search-standalone&origin=cardTitle#sol=1534f459365885ab69c291aa6dadf1a1936716cd,,,,Auckland CBD,Auckland,,2024-08-04,full-time,"Our Why   Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives and help organisations use the power of tech to innovate and grow.   A bit about Smartly, a Datacom company  We exist to make it simpler for Kiwi businesses to look after their people. We’re known as the simple way to sort your payroll for over 20,000 businesses. Our slick software combined with our awesome support team help businesses pay their people on time, accurately and in line with legislation. As a fast-growing FinTech expanding into adjacent markets, Smartly offers a fast paced, fun work environment with great opportunities for personal and professional development.  About the Role (your why)  Datacom is on the lookout for a Software Engineering Practice Lead to join our Smartly Team. You will be a line manager of between 6 to 12 software engineers. You will also support, lead and coach one of our cross functional Agile teams to become self-organised, as well as facilitate impediment clearing and protecting the team from outside distractions. You will be continually facilitating the Agile team to reflect on their delivery and find ways to continually improve.  Our ideal candidate will have experience with people management, Agile methodologies or have worked in Agile environments and have software development experience (ideally in C# . NET and/or React).  What you’ll bring  You will be passionate about software engineering and building great teams, bringing a wealth of software development and people management experiences, and have exceptional understanding of principles and practices. Excellent communication skills, with a strong focus on helping create cohesive, collaborative, and productive virtual teams.  What you’ll do  Organise, lead, and support an Agile squad. This may include facilitating some of the Agile ceremonies. Manage, coach and mentor software engineers. Have responsibility of all elements of managing people including giving them guidance with their career pathways. Work with the Product Owner, Business Analyst, QA Practice Lead and product squads to deliver customer outcomes. Support the Dev Leads by assisting the more junior engineers with their day-to-day work. Work with other Practice Leads in the business to share ideas and build processes and practices to help create better collaboration in the wider team and product quality.  Why join us here at Datacom?  Datacom is one of Australia and New Zealand’s largest suppliers of Information Technology professional services. We have managed to maintain a dynamic, agile, small business feel that is often diluted in larger organisations of our size. It's our people that give Datacom its unique culture and energy that you can feel from the moment you meet with us.  We care about our people and provide a range of perks such as social events, chill-out spaces, remote working, flexi-hours and professional development courses to name a few. You’ll have the opportunity to learn, develop your career, connect and bring your true self to work. You will be recognised and valued for your contributions and be able to do your work in a collegial, flat-structured environment.  We operate at the forefront of technology to help Australia and New Zealand’s largest enterprise organisations explore possibilities and solve their greatest challenges, so you will never run out of interesting new challenges and opportunities.  We want Datacom to be an inclusive and welcoming workplace for everyone and take pride in the steps we have taken and continue to take to make our environment fun and friendly, and our people feel supported.",Product Management & Development (Information & Communication Technology),
Test Engineer,Endace Technology Ltd,"You will have a big impact on the high quality of our product, testing and qualifying cutting edge technology for a world leader in network monitoring",https://www.seek.co.nz/job/77801420?type=promoted&ref=search-standalone&origin=cardTitle#sol=e9f179f4fb7e4506a7c06477e3cd01a1c27b7bb2,,careers@endace.com,,Hamilton Central,Waikato,Base Salary + Mobile/Broadband Allowance,2024-08-04,full-time,"Do you want to work for a locally owned, world leader in network monitoring technology?  Our unique product offering gives individuals the opportunity for continuous learning in a supportive team working on cutting edge technology.  Our Test Engineers test and qualify Endace products and have the opportunity to have a big impact on the high quality of our market leading product.     Who We Are Looking For  To be successful, you will have a degree in a relevant discipline, and ideally experience working with technology, to give you;  Knowledge of computer and operating systems including Linux and Windows Knowledge of system and software testing methodologies An understanding of networking basics Familiarity with monitoring applications such as NetFlow, Snort, Wireshark  Graduates will be considered.  We ask a lot, but we also like to ensure you are well looked after. Our comprehensive salary and benefits packages are at the top end of the market - if the business does well so will you.  Free Friday lunches, excellent coffee machine, pool table and individual flexibility are just some of the perks on offer!       What We Do  Endace is an award winning, world leader in network monitoring technology, and we have offices based in New Zealand, Australia, the United Kingdom and the United States.   Our network recording and visibility solutions are used by some of the world's biggest companies to monitor some of the fastest, most powerful networks on the planet, increasing network security and performance.  Banks and financial traders, healthcare organisations, telcos, retailers, governments and military trust Endace products to help manage critical data networks.  We partner with world-leading technology companies - such as Cisco, Darktrace, IBM, Palo Alto Networks, Splunk and many others - which leverage Endace technology to integrate high-speed packet capture into their solutions and host their applications on the EndaceProbe platform.     How you can be part of Endace  If you want to continue your career with technology and a team of capable, motivated individuals, we'd love to hear from you.  You can apply now or find out more information, including the job description, at www.endace.com or by contacting at careers@endace.com.   We are not an accredited organisation and will not be able to accept applications from those requiring sponsorship.  Endace is committed to the principle of equal employment opportunity and to creating an inclusive environment for all.",Testing & Quality Assurance (Information & Communication Technology),
DevOps Engineer,PATtech,"Join PATtech as a DevOps Engineer! Manage Azure infrastructure and CI/CD pipelines, ensuring efficiency and security. Apply now!",https://www.seek.co.nz/job/77798833?type=standard&ref=search-standalone&origin=cardTitle#sol=4bc65dfdc94c46840b286dec8fa36877dbe64232,,,,Hamilton Central,Waikato,Competitive salary plus insurance,2024-08-04,full-time,"DevOps Engineer  Location: Auckland Office  Job Type: Full-Time (on site)    Company Description  PATtech introduces advanced high-resolution technology for precise measurement, verification, and reporting of Carbon Emissions reporting claims. We provide groundbreaking technology solutions that enable organisations to prove, procure, and publish with integrity. PATtech is committed to delivering previously unattainable solutions in the technology sector.     Role Description  We are looking for a skilled DevOps Engineer to join our team in Auckland. This is a full-time, on-site role where you will be responsible for managing our software infrastructure and deployment pipelines, ensuring operational efficiency and security compliance. If you have a passion for system administration and cloud technologies, and you thrive in a collaborative environment, this role is for you.  As a rapid growth industry disrupter, we offer a unique learning environment where you will gain extensive experience and take on significant responsibilities. You should be willing to take initiative and handle tasks independently.     Key Responsibilities  Infrastructure Management: Design, implement, and maintain scalable and secure cloud infrastructure, primarily focusing on Microsoft Azure. CI/CD Pipelines: Develop and optimise continuous integration and continuous deployment pipelines to streamline software releases and updates. Monitoring and Performance: Set up and maintain monitoring systems to ensure high availability and performance of applications and infrastructure. Security and Compliance: Ensure all systems meet security standards and assist with SOC2 and other compliance efforts. Disaster Recovery: Develop and test disaster recovery plans to ensure rapid recovery in case of failures. Collaboration: Work with development teams to understand requirements and help create solutions that integrate seamlessly with existing systems. Documentation: Create and maintain detailed documentation for system architectures, configurations, processes, and service records. Problem Resolution: Be part of a team to quickly identify and resolve infrastructure-related issues affecting the development lifecycle or system performance.    Qualifications  Education: Bachelor’s degree in Computer Science, Information Technology, or a related field. Experience: Minimum of 3 to 5 years of experience in DevOps roles. Technical Skills: Strong expertise in Microsoft Azure and its various services and ability to work independently. Experience with TypeScript and NodeJS environments. Proficient in scripting languages like PowerShell, Bash, or Python. Experience with infrastructure as code tools such as Terraform or Azure Resource Manager. Familiarity with containerisation and orchestration tools like Docker and Kubernetes. Knowledge of CI/CD tools like GitHub Actions or other CI/CD tools. Strong understanding of network protocols and security practices. Experience with architecting secure and cost-effective solutions on the cloud. Problem-Solving: Excellent analytical and troubleshooting skills. Communication: Strong verbal and written communication skills. Team Collaboration: Proven ability to work collaboratively within a team environment.  Extra Points if You Have:  Certifications in Azure or other cloud platforms. Experience with SOC2 or other IT compliance audits. Experience with web development with TypeScript or any other programming language.  How to Apply  Ready to take the next step in your career? Join PATtech and be part of a team that's driving technological innovation. ",Engineering - Software (Information & Communication Technology),
Game Backend Developer,Outerdawn,"As a Game Backend Developer, you will be responsible for the backend development of game systems!",https://www.seek.co.nz/job/77797633?type=standard&ref=search-standalone&origin=cardTitle#sol=7818e5e6e407c6a61d6bb946c7d34c5f4ce97650,,,,Hamilton Central,Waikato,,2024-08-04,full-time,"As a Game Backend Developer, you will be responsible for the backend development of game systems, including architecture design, implementation, and optimization. Your tasks will involve analyzing and developing solutions based on game business requirements, primarily using Golang, along with PHP, containerization, and deployment.  Key Responsibilities:  Design, implement, and optimize backend architecture for game systems. Analyze business requirements and develop appropriate technical solutions. Utilize Golang for backend development. Maintain and develop existing systems using PHP. Work with databases like MySQL and PostgreSQL, including performance tuning. Implement caching mechanisms using Redis and Memcached Design APIs and develop microservices architecture. Use Docker for containerization and Kubernetes for container orchestration. Work within a Linux environment. (Preferred) Utilize game-specific technologies such as game server frameworks and real-time communication protocols.  Skills & Knowledge:  Strong understanding and practical experience with Golang. Familiarity with backend architecture design, implementation, and optimization for turn-based games. Proficiency in PHP for maintaining and developing existing systems. Knowledge of databases (e.g., MySQL, PostgreSQL) and performance tuning. Familiarity with caching mechanisms (e.g., Redis, Memcached). Familiarity with API design and microservices architecture. Experience with containerization (Docker) and container orchestration (Kubernetes). Experience working in a Linux environment. Understanding of game-specific technologies such as game server frameworks and real-time communication protocols is a plus. Ability to understand, analyze, and translate business requirements into technical specifications. Proven ability to analyze complex problems, identify root causes, and develop effective solutions. Experience with debugging tools and techniques is highly desirable. Strong communication skills to effectively collaborate with cross-functional teams, including designers, project managers, and other stakeholders. Demonstrates a positive and collaborative approach to teamwork and problem-solving.  Desirable Skills:  Understanding of game server frameworks and real-time communication protocols. Strong skills for effective collaboration with cross-functional teams. Demonstrates a positive and collaborative approach to teamwork and problem-solving.  Requirements:  A minimum of 5 years of relevant development experience. Proficiency in English is essential for international collaboration. Depending on the project's region, proficiency in local languages like Mandarin or Cantonese may also be required. Strong communication and cross-cultural collaboration skills. Bachelor's degree in Computer Science or a related field, or equivalent work experience.     Role is open for NZ Citizens, Permanent Residents, Residents, Australian Citizens or valid Work Visa Holders.      If you are passionate about game development and have the skills and experience we are looking for, we would love to hear from you! Apply now to join our team and help us create amazing gaming experiences.",Developers/Programmers (Information & Communication Technology),
Salesforce Developer,"Talent – Specialists in tech, transformation & beyond",Exciting role working for a global consumers services and digital media company,https://www.seek.co.nz/job/77800693?type=standout&ref=search-standalone&origin=cardTitle#sol=60f0376ac897c2802bd1ba097d79a9db5f134f93,,tom.bailey@talentinternational.com,,Hamilton Central,Waikato,,2024-08-04,full-time," Our client is currently seeking a talented Salesforce Developer to join a dynamic team health and digital services industry. Role: Salesforce Developer Key Responsibilities:  Develop and maintain Salesforce applications to meet the evolving needs of the business. Collaborate with cross-functional teams to design and implement custom solutions within the Salesforce platform. Utilize APEX to create complex business logic and interfaces. Participate in all phases of software development life cycle including functional analysis, development of technical requirements, prototyping, coding, testing, deployment, and support. Work on continuous integration and continuous delivery processes to streamline deployment.   Essential Skills and Qualifications:  Minimum of 2 years of experience in Salesforce Development. Proficiency in APEX programming. Strong understanding of Salesforce.com best practices and functionality.  ???????Desirable Skills:  Experience with JavaScript and front-end development frameworks. Familiarity with AWS services. Knowledge of CI/CD pipeline processes.   To Apply: Please send your application to tom.bailey@talentinternational.com or apply below. Talent International is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",Engineering - Software (Information & Communication Technology),04/08/2024
Systems Specialist,Christchurch International Airport,Apply your valuable experience with ERP systems and Microsoft products to our Business Solutions team at Christchurch Airport!,https://www.seek.co.nz/job/77806091?type=standout&ref=search-standalone&origin=cardTitle#sol=a0720d3ab66e0e54ce7e78c3c56e2b46675db0a0,,jobs@cial.co.nz,,Hamilton Central,Waikato,,2024-08-04,full-time,"Your reputation as a ‘fixer’ will be an asset in this Systems Specialist role, specialising in ERP and MS365. Apply now to be a key member of our team and help us build towards the future.  What’s the job?  We have an opportunity for a Systems Specialist to join our Business Solutions team. This role is integral to enabling the business, ensuring our systems meet business needs with effective technical support and collaborating with external experts. The systems this role will be looking after include the MS365 Productivity suite and the Technology One ERP system (which is the backbone of our purchasing, finance and asset management).  In addition to providing a support function, the Business Solutions team have the remit to proactively support our technology transformation by promoting & delivering the evolution of these systems and associated business processes to improve the digital experience for our people and all those who interact with us.  You will thrive in this role because you can see the bigger picture, but can hone into the detail and work methodically, utilising your highly collaborative user-experience focus.  This is a great opportunity to be involved in designing and delivering a future state of critical business systems and improving our users’ experiences, through both proactive and reactive work. As is typical for this kind of role, balancing competing customer demands and business needs will be constant, so this role will enable you to showcase your ability to set and manage competing priorities, while maintaining perspective, and taking a pragmatic and considered approach.  What do I need?  You will be successful in this role because you have:  Five or more years’ experience supporting and managing business-critical applications. Advanced-level experience supporting and delivering solutions with Microsoft 365 Suite, including productivity and reporting tools Proven experience administering and supporting Enterprise Resource Planning and/ or Enterprise Asset Management applications. Some exposure to Digital or Business Transformation strategies and deployment A professional and results-orientated approach with strong business and customer focus Excellent communication skills with the special ability to communicate technical information to non-technical people   And in an ideal world, you might also have:  An understanding and high-level knowledge of Financial, Asset and Facilities and Property Management processes and billing requirements Previous experience supporting the Technology One application  You are also energised by the opportunity to live our values every day: Be Forward thinking, Make a Difference, Look after each other and Stronger Together. We value team players who will do what it takes to help customers, stakeholders and colleagues alike.  Tell me about Christchurch Airport  Christchurch International Airport Limited (CIAL) is New Zealand’s 2nd largest airport, and our success has a direct correlation to the success of our city, region and New Zealand.  CIAL champions Te Waipounamu the South Island and Aotearoa New Zealand for today and tomorrow. Our focus is on the continuous achievement of three core goals: Enhancing People’s Lives (our team, customers, partners and communities); Fuelling economic prosperity of the South Island and New Zealand; and being Great Kaitiaki of our Planet (safety, security and sustainability).  Join our champion team of 200 and see what difference you can make every day!   What's in it for me?  You will be rewarded with a competitive pay rate based on market rates for the role along with your level of experience and qualifications, along with fully subsidised health insurance and free carparking. We offer flexible working options wherever possible (which may include part-time and/ or hybrid work arrangements), annual flu shots and a full range of training and development options and professional subscriptions as appropriate.  We seek people with diverse perspectives and life experiences to come and work with us, and we foster an inclusive environment so that all perspectives are welcomed and heard.  Please let us know in your cover letter if there’s something you need from us to ensure you can present your true self through the recruitment process (e.g. an accessible meeting room, alternative communication methods, accompanied/ whānau interview, preferred pronouns) and we will work with you to accommodate those needs.  More information?  For more information or a copy of a position description, please email jobs@cial.co.nz  Otherwise do not hesitate, apply now!",Other (Information & Communication Technology),04/08/2024
Senior Consultant - D365 Business Central,FUJIFILM MicroChannel,"Due to expansion, FUJIFILM MicroChannel is looking for a D365 BC expert to join our team of high calibre senior consultants.",https://www.seek.co.nz/job/77803465?type=standout&ref=search-standalone&origin=cardTitle#sol=a27e758561e255d0f0ad9437345e8eb6f441280a,,,,Hamilton Central,Waikato,,2024-08-04,full-time,"Due to expansion, FUJIFILM MicroChannel is looking for a D365 BC expert to join our team of high calibre consultants.  Why Join Our Team  Relocation Sponsorship We offer a unique company benefit that allows eligible employees to be relocated to Australia, fostering a diverse and global workforce while providing enriching experiences and supporting personal and professional growth. Employee Referral Program We are constantly seeking exceptional talents, and if your referral is successfully hired, you become eligible for a bonus. Anniversary Rewards We deeply appreciate and value your loyalty and commitment, expressing gratitude through special gifts as you reach service milestones. Company Events We organise diverse events, in-person or online, to foster camaraderie among staff, featuring fun activities to strengthen teamwork, improve communication, and offer opportunities for socialising and bonding outside of work. Full-Time and Long-Term Opportunity We highly value long-term commitment and strive to provide a fulfilling experience throughout your journey with us Trainings and Certifications We prioritise staff's professional growth through significant investments in training and certifications, empowering them to excel in their careers. Hybrid Working Environment We foster collaboration during in-office activities while leveraging the benefits of remote work, ensuring adaptability in a changing world.  About the Role Supporting our ANZ customers, the Senior Consultant - D365 Business Central will take on this client facing role with lead responsibility for the functional area, supporting our existing clients, and implementing new client solutions. As a Senior Consultant, you will lead functional analysis and design workshops, identify and recognise issues/risks and advising clients on the use of D365 BC based on best practices and the customer’s business processes.    Responsibilities  Drive D365 Business Central implementation projects for multiple customers end-to-end. Lead the functional analysis and design workshops for D365 Business Central based on industry best practice Blueprint documentation and workshop sessions with users/process and develop to-be process flows. Configure and customize system from the business process. Support customers with data-cleansing and migration from legacy systems, other third-party systems to D365 Business Central. Conduct UAT test to assess functionality and usability before Go-Live  What You Need to Succeed  Minimum 7 years’ experience in the implementation of D365 Business Central in techno-functional capacity Familiarity with business processes best practices for different industries Ability to understand, interpret client business processes and requirements and communicate at C level. Excellent time management and planning skills and ability to work under minimal supervision, multi-task, and prioritise work. Experience serving manufacturing industry experience is highly desirable Relevant Microsoft Certifications such as MB 800; Microsoft Dynamics 365 Business Central Consultant  About Us Founded in 1995, FUJIFILM MicroChannel is a multi-award-winning business solutions and technology provider, servicing small to medium-sized businesses, corporate divisions, government agencies, and enterprise organisations.  With outstanding credentials, an experienced team, and over 100+ Awards received from Microsoft, SAP, Sage, MYOB, Qlik and Körber, FUJIFILM MicroChannel is one of Australia’s most respected business solutions and technology providers. We sell and support world-class products from leading vendors; covering a full range of end-to-end operational and back-office systems.    Sounds Interesting? If you're ready to embark on a journey and grow together with an industry leading team of D365 Business Central experts, please send your CV to the HR team and apply within.   ",Consultants (Information & Communication Technology),
Cloud Solution Architect,RWA People - Connecting IT people with outstanding jobs,"Seeking passionate Cloud Solutions Architect to engage clients, design cutting-edge solutions, and enable teams in Azure best practices",https://www.seek.co.nz/job/77795146?type=standout&ref=search-standalone&origin=cardTitle#sol=e5bda4306a00d5ebc4991115748cfc6794506f50,,,,Hamilton Central,Waikato,,2024-08-04,full-time,"Our client is rapidly growing and are seeking Cloud Solutions Architects and Engineers specialising in Microsoft’s Azure cloud platform, with strong platform design and CI/CD expertise. You’ll be part of a dynamic team of consultants and will be working with mid-size to enterprise-scale IT environments focusing on the design, implementation and management of cloud products and platforms including hybrid and cloud-native environments. You will also be working with the sales team in providing technical pre- and post-sales support.  Skills and experience • Extensive commercial and hands-on design, engineering and consulting experience in providing cloud platform services • Solid experience with DevOps practices and Azure • Experience in solution design and implementation of Azure based services, including IaaS, PaaS and serverless offerings • Excellent communications skills.  Good to have: • Familiarity with AWS cloud services • Operational experience in cloud-based environments an advantage • Hands on experience of containers and container orchestration in production environments an advantage • Experience with a wide variety of open-source technologies and cloud services  If you are interested and think you are suitable for this role, we would like you to get in touch with us today! Click Apply Now     Only people with the right to live and work in New Zealand may apply for this role.     Don't forget to visit our website for more vacancies and job opportunities at www.rwa.co.nz.  Job Reference number: SP-3811794  ",Architects (Information & Communication Technology),
Senior Developer,Sharesies,"We're looking for a capable, self-motivated developer to join our dynamic team!",https://www.seek.co.nz/job/77795111?type=standard&ref=search-standalone&origin=cardTitle#sol=ce0fbe2995e8ba2d4bfe51992bbabceedad7f675,,pxteam@sharesies.co.nz,,Hamilton Central,Waikato,,2024-08-04,full-time,"We’re a workplace that truly values people and everything they bring to the table. We strive for industry-leading thinking and we’re well on our way to creating financial empowerment for everyone with over 600,000 people across Aotearoa and Australia choosing Sharesies to invest, save and work toward their long-term wealth with KiwiSaver. Want to join us?   We’ve had an exciting opportunity open up in our team as a Senior Developer. This role is located in Wellington, in a team geographically spread between Australia and New Zealand.  You’ll enjoy a varied role, responsible for contributing to the building of a high quality, customer-centred product. Whilst being a key contributor of code, you are transitioning from doer to leader and understand the business context of your and your team’s work.    We’re looking for people who love the idea of working in a dynamic, innovative environment and who are as excited about our vision as we are. For the Senior Developer role we are specifically looking for someone who:  Is a capable developer with good experience with Python, C#, or TypeScript and the motivation to pick up any skills needed in the role Is self-motivated and good at taking a task and running with it You are an enthusiastic learner and promote others' development through sharing your knowledge. Is adaptable to change, and is motivated by our vision and purpose  To read a full job description, head to our website: https://www.sharesies.nz/careers  While these are important, we know that every role at Sharesies is so much more than just a list of qualifications. If you’re super keen but not sure you fit the bill, we’d love to hear from you anyway.   This job closes on Sunday 25 August at 5pm. Please send through a cover letter with some info about yourself and what excites you about this opportunity, along with your CV. We’ll be in touch!  At Sharesies, we believe in the power of belonging and we're committed to a culture of inclusion. We are building a diversity program to increase the diversity of underrepresented groups in our talent pipeline. As part of this diversity program, we've included some optional questions in this application to better understand candidate experiences and keep improving our equitable outcomes. If you decide to participate, we'll only use the information you provide for the purposes of our diversity program. If you choose not to participate, it won't affect your application. If you have any questions about how we'll manage and store your data, please email pxteam@sharesies.co.nz.   The successful person will be required to obtain a Ministry of Justice Criminal Convictions check and all applicants must be legally entitled to work in New Zealand.",Developers/Programmers (Information & Communication Technology),29/07/2024
D365 Functional Consultant,TEKsystems,D365 Functional Consultant,https://www.seek.co.nz/job/77802622?type=standout&ref=search-standalone&origin=cardTitle#sol=69b4fb0e2d19eb327681be87e139a279c24cabf6,,,,Hamilton Central,Waikato,,2024-08-04,full-time,"Position: D365 Functional Consultant Location: Auckland Type: Full-time  About the Company: Join an innovative technology team as a passionate D365 Functional Consultant(Finance). This full-time opportunity involves working with D365 Finance & Operations to create world-class solutions.  Key Responsibilities:  Implement D365 capabilities for customers within the Technology team. Maintain expertise in D365, keeping platforms and documentation updated across global operations. Provide functional analysis for global Finance teams. Report to the Platform Delivery Manager and contribute to the platform roadmap. Support Finance business partners in meeting strategic objectives. Ensure platforms stay current with the latest releases and introduce new features to teams. Offer expert advice on best practices for supporting Finance process mapping and addressing inquiries. Conduct business process analysis and generate fit/gap reports. Collaborate with essential stakeholders to incorporate D365 capabilities for customers. Foster a cohesive team culture, leading in delivering exceptional system experiences.  What's in it for You:  Operate in a flexible and hybrid workplace. Enjoy benefits such as 26 weeks full pay primary parental leave, free gym membership, health insurance discount, Friday drinks, monthly companywide parties/events, global mobility, dog-friendly office, volunteer day, and free fresh fruits & snacks. Be part of a Rainbow Tick certified organization committed to providing a flexible, diverse, and inclusive environment.",Consultants (Information & Communication Technology),
Infrastructure Administrator,Windcave Limited,Windcave is hiring for an in-house IT admin with experience in a high security IT environment; maintaining datacenters and network infrastructure.,https://www.seek.co.nz/job/77799374?type=standout&ref=search-standalone&origin=cardTitle#sol=775c20323bcea0aea18758be799d2cab2d27ce6a,,,,Hamilton Central,Waikato,,2024-08-04,full-time,"Imagine working for products and services in an industry that embraces change and innovation, a company that impacts and grows customer experience for businesses and platforms alike. Now imagine working in the payments industry for a market leading company.  Windcave is based in Auckland and has operations stretched across the globe, we work on complex projects that focus on the entire payments chain from the design and manufacture of payment terminals to payments as a service (PaaS) software with Bank beating financial services being our most recent innovation.  Role Specifics:  Management and administration of the infrastructure and operational integrity for Windcave servers and associated application software used both nationally & internationally.  As part of the IT Infrastructure team, you will be responsible for all business as usual tasks and queries. You will help deploy and maintain key infrastructure in multiple data-centres and offices around the world, ensuring 24/7/365 uptime for customers and company staff. An excellent communicator at all levels, you will be proactive and collaborative with a can-do attitude. You will also have the ability to handle calls after hours on a rostered basis as well as have a logical approach to problem solving, decision making, have a talent for engineering solutions, identify root cause of existing or potential problems. Highly organised with strong time management skills you will place importance on quality and attention to detail. As a team player who takes ownership and follows a task through to completion, you will be committed to continuous learning, development and change with company focus. This position will offer a rewarding and exciting opportunity to the right person who can successfully cope with the challenges of this dynamic role.  Role Experience Requisites:  In-depth experience with Microsoft Windows Client and Server OS. Managing Active Directory, GPO, DNS, DHCP services. Virtualisation technologies. Experience in managing switches and wireless access points. Server hardware administration. Ethernet cabling and patching. Data backup administration. Office 365 administration. Teams, Endpoint manager, Autopilot, Azure AD, Sharepoint, Exchange. Automation and scripting proficiency, including Powershell.  Additional role experience requisites (preferred not mandatory)  Linux OS EDR, antivirus management. Database management Webservers and load balancers. Multi-vendor server and storage hardware administration. SIP telephony.  Benefits:  Competitive remuneration package Hybrid work option (3 days’ work from office and 2 days’ work from home) Flexible working hours Opportunities to grow and advance your career.",Networks & Systems Administration (Information & Communication Technology),
