title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms,jobType,fullDescription,jobClassification
Project Officer - Cyber Security,Talenza,We have an amazing opportunity for a Project Officer - Cyber Security to work beside the CISO within one of our prestigous client's Cyber teams.,https://www.seek.com.au/job/77775190?type=standard&ref=search-standalone&origin=cardTitle#sol=cafc34cbb90fe0850f9a866f87821564bd2a2663,,,,Murdoch,Perth WA,"$1,500 a day",2024-08-01,contract-temp,"Role: Project Officer - Cyber Security Initial Contract Length: 6-months Daily Pay: $800 + Super Location: Sydney CBD/WFH Hybrid  Overview:  We are seeking a highly skilled Project Officer with a focus on cyber security to support the CISO. This role demands a blend of advanced administrative expertise and a solid understanding of cyber security practices.  Key Responsibilities:  Executive Support in Cyber Security: Provide high-level administrative support to executives in the cyber security domain. Manage schedules, coordinate meetings, and handle confidential information with the utmost discretion. Cyber Security Data Management: Oversee and streamline data entry, maintenance, and requests related to cyber security initiatives. Ensure data integrity and compliance with security protocols. Correspondence Oversight: Review and manage cyber security-related communications, including incident reports and regulatory inquiries. Assess urgency, take appropriate actions, and escalate issues when necessary. Financial and Budgetary Assistance: Support financial administration related to cyber security projects. Track budgets, prepare financial reports, and assist in documentation for audits and compliance. Documentation and Reporting: Prepare and format a variety of cyber security documents such as risk assessments, incident reports, and compliance reports. Utilize advanced Excel and PowerPoint skills to create detailed and visually appealing reports and presentations. System and Process Support: Assist in the testing and evaluation of cyber security systems. Help acquire and analyze data, identify trends, and present findings to senior leadership and stakeholders. Performance Monitoring: Monitor and evaluate the performance of cyber security administrative processes. Identify inefficiencies and recommend improvements to enhance the effectiveness of support services.  Key Challenges:  Balancing multiple high-priority tasks with tight deadlines in a dynamic cyber security environment. Managing complex and sensitive information while maintaining high standards of confidentiality and accuracy.  Key Requirements:  Cyber Security Knowledge: Previous experience in a cyber security environment or similar field is highly desirable. Executive Support Experience: Proven experience providing executive-level administrative support, preferably within the cyber security sector. Data Administration Expertise: Strong skills in managing and securing sensitive data, with a focus on compliance and accuracy. Organizational Skills: Exceptional organizational abilities, with the capacity to handle multiple concurrent tasks and meet deadlines. Communication Skills: Excellent verbal and written communication skills, with the ability to interact effectively with senior executives and other stakeholders.  If this sounds like YOU, please APPLY today!",Security (Information & Communication Technology),
"ITSM Consultant - Contract, up to $1,500 a day / NV1 - NV2",Allura Partners,I am working with a Government department who are looking for an ITSM consultant to help complete an existing project,https://www.seek.com.au/job/77771930?type=standard&ref=search-standalone&origin=cardTitle#sol=f4ccb9e0dac3ed9a6559c409fac62ca3dc200ec8,,kaio.desouza@allurapartners.com.au,,Murdoch,Perth WA,Open Rates,2024-08-01,contract-temp,"ITSM Consultant - Contract, up to $1,500 a day / NV1 - NV2  I am working with a Government department who are looking for an ITSM consultant to help complete an existing project  Role Summary:  - Proven experience as a Technical Consultant or similar role, with a focus on solutions architecture and technology implementations. - Familiarity with ITSM/ITIL practices and frameworks, with hands-on experience in implementing service management processes. - Strong understanding of technology operating models, including IT governance, service delivery models, and organizational design.  You can be based in Canberra or Melbourne but you must have min NV1 or NV2 security clearance.  Due to the nature of the project and the security around the data, you will be expected to work on site   - Short term contract with high chance of extension - Need NV1 or NV2  level security clearance - Day rate range $1,200 to $1,500 depending on experience  If you're interested then please apply or contact me at kaio.desouza@allurapartners.com.au  ITSM Consultant - Contract, up to $1,500 a day / NV1 - NV2",Engineering - Software (Information & Communication Technology),01/08/2024
Senior IT Project Manager - 2 year Contract - Large Government project,SKILL'D People,Senior PM role - 2 year Contract - Government Client - High Profile Project,https://www.seek.com.au/job/77781736?type=standard&ref=search-standalone&origin=cardTitle#sol=14c3a2a42950415432496ef7a90b43648599ced7,,,,Murdoch,Perth WA,"$130+ per hour. (Negotiable, All Fees Disclosed)",2024-08-01,contract-temp,"   We are a Perth based ICT Consultancy based in who works with multiple Government Departments.  Due to a large upcoming project we are looking to hire an experienced Project Manager on a long-term contract. This program of work is for 2 years and will involve engaging with multiple stakeholder and an external vendors to deliver a large scale IT Digital system implementation project from project planning through to go live completion. Ideally we are looking for an experienced PM with previous WA government industry experience and previous experience working on large systems implementation projects.  Key Deliverables:  Planning and development of project requirements and documentation as specified and to a high standard and level of detail. Project manage delivery of inputs required for the Business Case and further funding submission. Ensuring the project produces the scoped products/deliverables to the required standard of quality according to the documented acceptance criteria, within specified constraints of time and cost. Management, leading and motivating project teams, to ensure successful execution of project activities against the project schedule. Project delivery to agreed schedule, budget and quality using defined project management methodologies. Development of the project management plan and associated documentation.  Associated documentation includes (but is not limited to): Scope Management Plans; Time Management Plans; Budget Management Plans; Quality Management Plans; Human Resource Management Plans; Risk Management Plan; Integration Plan; Data Management Plan; Test Plan; Procurement Management Plans;  Project Status Reporting; Implementation and Data Conversion Plans; and Post Implementation Reviews. Management of project outcomes as directed.  Outcomes to include financial, operational and quality objectives. Management of stakeholders including operational staff, volunteer staff and other external project stakeholders. Management and compliance of project reporting systems. Responsibility for the identification, development and tracking of project activities including (but not limited to): Stage and project plans and schedules; Risk register; Lessons learnt log; Project Initiation Document (PID); Status updates; Project estimates and financial summaries; and Closure / handover documentation. Management of project staff activities in line with project schedule. In conjunction with the Project Director, responsibility for the overall progress of the Solution Development and Implementation and responsible use of resources to deliver products.  Background & Experience:  Proven track record as a PM within the government sector Ideally Prince2 Practitioner certified but no essential Must have integrity be ethical and professional at all times. Drive for Outcomes: commitment to delivering successful results individually or through a team. Problem solving: identifies issues and seeks effective solutions. Service focus: commitment to providing a high level of customer/client satisfaction. Collaborative: strong interpersonal skills and team focused Advanced Stakeholder Management  On Offer:  2 year contract The chance to work with a highly professional and dynamic team on a high profile project. Flexible working hours with scope to work from home. 37.5 hour week Perth CBD location circa $125 to $130 per hour pay rate (inclusive of Super)  Please click apply now to submit your details. All applications will be held in the strictest of confidence.   ",Programme & Project Management (Information & Communication Technology),
OpenShift Platform Engineer - 12 + 12 + 12 Months Contract,SKILL'D People,Excellent $$ - 12 + 12 + 12 Months Contract. Must be Australian Citizen. Baseline Security Clearance preferred or the ability to get one.,https://www.seek.com.au/job/77771698?type=standout&ref=search-standalone&origin=cardTitle#sol=4048a3dd38ea5494d130d3f3fb2642825b069fef,,jobs@skilld.au,,Murdoch,Perth WA,$110+ per hour. (All Fees Disclosed),2024-08-01,contract-temp,"Highlights 12 + 12 + 12 Months Contract 3 Positions to fill Location: Canberra / Brisbane / Adelaide (with WFH) Must be Australian Citizen.  Baseline Clearance or ability to get one. Client: Services Australia     Overview:  Platform engineers will be responsible for designing, developing, testing, deploying and supporting code in containerised environments as part of the software development lifecycle.  Key duties may include, but are not limited to:  Design and develop containerised environments for microservices applications, Implement, test, refine and scale applications within containers with consideration of secrets management, established security protocols, best practices and enterprise quality standards. Support, investigate and remediate system issues and incidents. Collaborate with developers, architects and analysts to support business and technical requirements. Identify, consider and present process improvements by leveraging technical solutions. Share insights and knowledge with technical and non-technical team. members through clear communication, documentation and presentations.  Essential Skills required for role include:  Redhat Openshift Container Platform 4      Essential Criteria: 2+ years experience designing, developing, and implementing OpenShift Container Platform (OCP) environments. 2+ years experience with RedHat OpenShift Container Platform Administration.   Desirable: Bachelor's degree or the equivalent combination of education, training, and work experience (5 years) Strong hands-on scripting/development experience with shells, Helm, Node, Java and/or application server technologies such as IHS, Tomcat, JBoss, WebSphere, Nginx etc. Experience working with Kubernetes based platforms and container technologies, Unix and Linux operating systems Experience designing, developing, and implementing OCP environments and microservices architecture. Experience with DevOps technologies e.g. Gitlab CI/CD pipelines and the tools to automate SAST and DAST. Experience in ArgoCD, Kafka, Redis, ΟΑuth2 / OIDC pattern. Experience in IBM DB2, IBM API Connect   Why SKILL'D? Lowest Fee* - Our low fee means you are ultra competitive and more likely to win the position. 100% Transparency - Open, Honest and Trusted. All fees are disclosed. No Lock-in - We don't have Lock-in clause, your freedom is guaranteed.  Run by former contractors - We are technical, we have the knowledge and insights to win your next contract.    Contact Call or Text: Senti ASAP on 0412 118 180 (including weekends) to get full Position Description and for an open and honest chat.  You can email us at:  jobs@skilld.au. Or Hit Apply now!",Engineering - Software (Information & Communication Technology),30/07/2024
WCAG Accessibility Specialist - 12 + 12 + 12 Months Contract,Hudson,Excellent $$ - 12 + 12 + 12 Months Contract. Must be Australian Citizen. Baseline Security Clearance preferred or the ability to get one.,https://www.seek.com.au/job/77770624?type=standout&ref=search-standalone&origin=cardTitle#sol=494168219843b89000bbf418b88a2b77293cf9c4,,jobs@skilld.au,,Murdoch,Perth WA,$65 - $70 p.h. + super,2024-08-01,contract-temp,"Highlights 12 + 12 + 12 Months Contract 3 Positions to fill Location: Canberra / Sydney / Melbourne / Brisbane / Adelaide Must be Australian Citizen.  Baseline Clearance or ability to get one. Client: Services Australia     Overview:  Accessibility Specialists requires a strong understanding of design (including Inclusive Design), User Experience, Accessibility and WCAG best practice. They work with business and ICT to design strong, inclusive and accessible user experiences.  Key duties may include, but are not limited to:  Provide Inclusive Design, Accessibility and WCAG advice for business and ICT solutions and documentation across the lifetime of the project to ensure digital products are developed in the right way Work in collaboration with user experience and interface designers to ensure designs meet user and business needs, and comply with relevant patterns, which reflect Inclusive Design, Accessibility and WCAG Undertake accessibility assessments of prototypes, PIT/SIT and production versions of services and provide reports to teams across the agency capturing insights and providing recommendations, to support developers creating solutions or investigating and fixing issues Build awareness and deliver capability uplift of Inclusive Design, Accessibility and WCAG, in projects and across the agency Maintain and update accessibility practices and documentation Understanding of HTML/CSS Build rapport, collaborate and communicate with influence to support the agency’s transformation agenda.  Primary Knowledge / Skills / Systems / Tools required for role include:  Screen Reader software, e.g. NVDA, JAWS Text to Screen Software, e.g. DRAGON Accessiblity Testing Tools, e.g. WAVE Axe DevTools Colour Contrast Tools JIRA/GitLab     Essential Criteria:  Demonstrated 2 years minimum experience as an Accessibility Specialist. Demonstrated high level of expertise across various platforms to conduct accessibility assessments and reviews to WCAG standard. Appropriately skilled via experience or formal training to undertake work as an embedded Accessibility Specialist in an MDT utilising Agile Methodology. Experience in using Accessibility Testing and Evaluation Tools such as Screen Readers, Colour Contrast Analyser and Developer Tools.   Why SKILL'D? Lowest Fee* - Our low fee means you are ultra competitive and more likely to win the position. 100% Transparency - Open, Honest and Trusted. All fees are disclosed. No Lock-in - We don't have Lock-in clause, your freedom is guaranteed.  Run by former contractors - We are technical, we have the knowledge and insights to win your next contract.    Contact Call or Text: Senti ASAP on 0412 118 180 (including weekends) to get full Position Description and for an open and honest chat.  You can email us at:  jobs@skilld.au. Or Hit Apply now!",Consultants (Information & Communication Technology),30/07/2024
Project Officer,"Talent – Specialists in tech, transformation & beyond",Seeking an experienced Project Officer to engage with stakeholders to develop and implement programs and initiatives supporting energy efficiency.,https://www.seek.com.au/job/77767734?type=standard&ref=search-standalone&origin=cardTitle#sol=bb87a5a4fe15d053e986c96c865698f7f8808d00,,Jemma.Walker@hudson.com,,Murdoch,Perth WA,$600 - $650 p.d.,2024-08-01,contract-temp,"This pay rate is inclusive of mandatory 25% casual loading  Our client is seeking an experienced Project Officer to develop and implement programs and initiatives through engaging with stakeholders and delivery partners, building customer relationships, and administering partnership and delivery agreements and deeds.  You and your team will liaise closely with service providers, decision makers and other key project stakeholders to deliver innovative programs supporting energy efficiency, solar and battery uptake and decarbonisation for Queensland businesses and households.  Initial contract until June 2025| ASAP start Established program of work | Energy sector experience desirable Competitive hourly rate | Flexible work environment (up to 2 days p/week WFH)  What you will do...  Contribute to the prompt delivery of program milestones and deliverables through delivery of high level research, reports, presentations, media and communications, and internal and external correspondence. Contribute to the development and implementation of program monitoring, evaluation, analysis and reporting. Identify program risks and issues and support the development and implementation of mitigation measures to effectively manage these. Communicate clearly, both verbally and in writing, tailoring messages to suit a variety of audiences. Engage and develop positive working relationships with internal and external stakeholders to support the design and delivery of programs. This may include delivery partners, government agencies, stakeholder groups and members of the public. Apply critical thinking, problem-solving and analytical skills to complex program administration and management tasks. Manage your priorities to complete tasks within tight timeframes in a busy work environment as part of a team, or individually. Work flexibly and dynamically within a high performing and cohesive team responsible for delivering government energy programs, policy and initiatives. Embrace change and demonstrate a mindset of innovation and continuous improvement practices to ensure the ongoing development and implementation of enhanced administrative practices and processes. Promote an effective working culture by capturing and sharing knowledge and supporting common expectations to develop a sense of collaboration among colleagues.  What you will bring…  Experience working in a fast-paced project/program environment. Government experience not necessary, and relevant private sector experience preferred. Prior experience with the energy (or similar) sector desirable, but not essential. Prioritises projects and tasks efficiently, in line with team commitments (Leads strategically) Shares and seeks creative ideas, suggestions and data to inform the delivery of services. High level of skill in operating in a demanding and dynamic work environment and dealing with conflicting priorities to achieve results.  In addition to the above, the client will also consider your ability to…  Communicate in a clear, succinct and deliberate manner, adjusting the message so that it resonates with different stakeholders. Demonstrate careful planning and organisation to achieve results. Actively seek feedback and modifies approach to enhance own effectiveness. Analyse information to proactively identify risks to the team's planning activities.  HOW TO APPLY:  Please submit your resume for consideration via the appropriate link. A cover letter demonstrating your relevant experience may also be reviewed.  Should you wish to discuss, please contact Jemma Walker at Jemma.Walker@hudson.com quoting reference number: 239676. Your interest will be treated in the strictest of confidence.",Programme & Project Management (Information & Communication Technology),14/07/2024
Technical Business Analyst- Infrastructure (Mid- Level),Blackwoods,Our client is looking to bring on a mid level Technical Business Analyst with hands on experience working on Network and Infrastructure programs.,https://www.seek.com.au/job/77762496?type=standout&ref=search-standalone&origin=cardTitle#sol=4d31e39cda173dfb7fedbd6710818fc85698c62f,,milly.kerei-keepa@talentinternational.com,0476865411,Murdoch,Perth WA,$100 per hour (inclusive of Super) - Negotiable,2024-08-01,contract-temp,"Our client is looking to bring on a mid level Technical Business Analyst with hands on experience working on Network and Infrastructure programs. They would be working closely with vendors and play a crucial role in bridging the gap between technical teams, domain leads, and subject matter experts.  We are open to speaking to mid level Network Engineers with some Business Analysis/ Vendor management experience  Required Experience  2+ years as a Business Analyst with a background in Network or Systems Engineer Tertiary education in IT or networking/windows certifications highly regarded Some hands-on experience with network and server infrastructure in an enterprise environment. Experience/exposure to network security (firewalls, access lists, Cisco ISE, certificates), operational practices (change, incident, release management), and technical risk management. Proficiency in Jira and Confluence Familiarity with network protocols such as DHCP, SNMP, ARP, DNS, IMAP, HTTP, TCP/IP Excellent communication skills to effectively engage with technical teams and stakeholders.  Benefits  Fantastic opportunity for a junior to mid-level candidate to join a multi-year program. Highly flexible working arrangement Work closely with the Program Manager Competitive rate on offer for a mid level candidate  If you would like to know more, please contact Milly Kerei-Keepa on 0476865411 / milly.kerei-keepa@talentinternational.com or hit Apply Now",Engineering - Network (Information & Communication Technology),01/08/2024
Technical Business Analyst - 6 months+ contract - Immediate start,Compas Pty Ltd,Technical BA role - Contract - Hybrid role - Immediate start - Government project,https://www.seek.com.au/job/77780978?type=standard&ref=search-standalone&origin=cardTitle#sol=aab47a471046684912d7de6f1802a111c87468cf,,,,Murdoch,Perth WA,$133 per hour inclusive of super or plus GST,2024-08-01,contract-temp,"We are a specialist ICT consultancy who is looking to engage an experienced Technical Business Analyst or Systems Analyst to join our Perth based team.  On offer is an initial 6 Month contract role, with potential further extensions. This is also hybrid position with flexible hours and scope to work form home 1 to 2 days per week. You will be specifically focusing on a project for one of our key government clients where you will be working in a Business Analyst / Systems Analyst role for a MS Dynamics 365, Power Platform, Azure, Power BI, CRM implementation project.   Key Responsibilities:  Workshop facilitation: Organise and conduct workshops with Business Subject Matter Experts (SMEs) to document existing processes and develop future process maps; Business requirements development: Formulate and document business requirements; User story and acceptance criteria development: Contribute to the development of user stories and acceptance criteria; and Agile process familiarity: Demonstrate knowledge and understanding of Agile processes. Assist with technical solution design Process mapping of Business processes and activities, preferably in BPMN 2.0 format Business service analysis: Act as the single point of contact for analysis for the business service, serving as a conduit between the program and business service; and Data and reporting requirements articulation: Ensure that data and reporting requirements are clearly defined for the business service.  Background & Experience:  Minimum of 5 years’ experience as a Technical Business Analyst or Systems Analyst. Excellent interpersonal and communication skills  Advanced stakeholder engagement Ability to organise and run stakeholder workshops and meetings.  Some previous technical solutions design experience Previous experience within WA Government highly regarded Any previous exposure or experience with MS  Dynamics 365, Power Platform, Azure, Power BI, CRM implementation projects would be perfect!  On offer is a on-going contract position where you will play an integral role within a highly professional and dynamic team. This is an autonomous role within a very relaxed working environment. Work from home options available plus flexible working hours between 7am and 6pm. Immediate start and pay rate of circa $100  per hour inclusive of super.  Please click apply now to submit your details for immediate consideration. All applications will be held in the strictest of confidence.   ",Business/Systems Analysts (Information & Communication Technology),
Data Insights Analyst,Reserve Bank of Australia,Identify avenues for the optimisation of data and reporting while partnering with stakeholders to understand commercial drivers.,https://www.seek.com.au/job/77764078?type=standout&ref=search-standalone&origin=cardTitle#sol=c6df50a7b73c7483a27da074c41257f97c58e0cb,,,,Murdoch,Perth WA,$1000 / day + super and higher,2024-08-01,contract-temp,"As an Analyst, you will be supporting with identifying avenues for the optimisation of data and reporting across multiple business units. This role will partner with stakeholders to understand commercial drivers with the intention of establishing effective analytical tools and insights to support with decision making.  This is a 6-month maximum term opportunity and will be based onsite at the Blackwoods National Support Office in Macquarie Park.  Some of the tasks:  Design, develop and implement relevant analytical tools to support with commercial decision making Partner with cross-functional stakeholder groups to understand commercial drivers and define requirements Provide analytical insights to support with timely and accurate decision-making Provide ad-hoc support to relevant project work as required  Some of the skills:  Minimum 3 years’ experience in business intelligence or data analytics Strong experience with PowerBI Knowledge and understanding of SQL Ability to adapt to partner with diverse stakeholder groups High level Microsoft Office competency (including Excel)  Next Steps  If you meet most of the criteria listed above and would like to be considered for this opportunity, please send your application today. We will be contacting suitable candidates as we receive them.  As part of our recruitment process and commitment to safety, you may be required to undertake background checks (which may include a police check, a pre-employment medical assessment; and/or drug & alcohol testing) as part of your application process.  Blackwoods also promotes diversity and inclusion across our workplaces and encourages applications from all backgrounds, including people from Aboriginal and Torres Strait Islander communities, the LGBTQI+ community and people with disabilities.",Other (Information & Communication Technology),
IDAM Engineer,AAR Consulting Group P/L,An exciting role within one of the federal governments most high-profile programs!,https://www.seek.com.au/job/77781087?type=standout&ref=search-standalone&origin=cardTitle#sol=6a79ad3e42c59ecf5243b267e955acd544b87d31,,,,Murdoch,Perth WA,$85 – $115 per hour,2024-08-01,contract-temp,"Compas is seeking a IDAM Engineer to join a Federal Government Department for a long-term engagement. The successful candidate will be experienced within Identity and Access Management to deliver and support a range of projects.   Desired Skills and Experience  Proven experience as an IDAM Engineer Proficiency in using IDAM technologies ( Microsoft Azure Active Directory/Entra ID, Azure AD B2C, Azure AD B2B or similar platforms) Demonstrated experience in deploying and managing IAM/IGA tooling and processes. Demonstrated experience using SailPoint IAM How to Apply: To register interest in this role, simply contact Liam on 02 6230 0233 or Click APPLY!  About Compas: Compas Pty Ltd is a Canberra based wholly Australian owned, medium-sized Information Technology Services Company since 1987. We specialise in the provision of permanent, contract and temporary recruitment services.  YOUR APPLICATION WILL BE TREATED WITH THE STRICTEST CONFIDENCE   Due to the nature of this environment, Australian Citizen",Security (Information & Communication Technology),
Senior Solution Architect,Compas Pty Ltd,Opportunity for a Senior Solution Architect to join the RBA on a fixed term contract until end November 2025.,https://www.seek.com.au/job/77762730?type=standout&ref=search-standalone&origin=cardTitle#sol=bfe33b2d46d275f691a6f6c829277654deb2c5ef,,,,Murdoch,Perth WA,Top $'s Paid ! Contract Extensions Likely !,2024-08-01,contract-temp,"The Reserve Bank of Australia (RBA) is looking to hire a Senior Solution Architect to assist with a project to uplift the automation capability in the Bank. The position is a 15 months fixed-term contract.    We are looking for a Senior Solution Architect who:     Define solutions architectures, high-level designs, and impact assessments for initiatives and/or systems in the Bank.  Take ownership of Architecture deliverables for Conceptual and Solution Architecture documents and ensure that they are agreed and endorsed by all stakeholders.  Work with analysts in defining business requirements, and work with subject matter experts (such as infrastructure leads, cloud specialists, architects, operators, developers, and business experts) to develop high level designs, in line with the enterprise architecture, patterns and practices. This may occasionally extend to assist with detailed design work.  Collaborate with project managers and other stakeholders in scoping initiatives, ensuring they are scoped in accordance with architectural objectives and principles.  Has experience in producing Solution Architectures for complex solutions (including cloud, non-cloud, and hybrid solutions)  Ability to identify and document / call out dependencies with other projects / systems.  Drive Architectural Certification process to completion for key project deliverables.  Has a proven background in Software/Infrastructure automation and an understanding of the tools used to achieve this.       Technical Capabilities     Experience with CI/CD pipelines and integrated testing.  Experience with development principles, tools and frameworks.  Experience with automation toolsets (e.g., Puppet, Terraform, vRA, Chocolatey, Packer etc).  Experience with CI/CD toolsets (e.g., Azure DevOps Service, Artifactory, Gitlab etc.)  Understanding of common infrastructure systems (e.g., Active Directory, SQL Server etc.)  Understanding of certificate lifecycle management tool (e.g., Venafi, Hashicorp Vault etc.)  Strong interpersonal skills, including teamwork, facilitation, and negotiation.  Demonstrated ability to communicate, influence and persuade peers and senior stakeholders.  Understanding of strategic and new and emerging technologies and their practical application.  Understanding of relevant models, notations and tools.  Strong experience in resolving solution design and architecture contentions.  Sound experience in architectural disciplines across a range of complex projects and technologies.     Qualifications   TOGAF is preferred.  Tertiary qualifications relevant to the Bank or IT industry. ","Architects (Information & Communication Technology)
Government - Federal (Government & Defence)",
Senior Business Analyst / Project Manager,Eden Ritchie Recruitment,"BA/PM to work with a multi-disciplinary team that includes business, technical design, service design and user experience design expertise",https://www.seek.com.au/job/77760320?type=standout&ref=search-standalone&origin=cardTitle#sol=2e8a7175a7268e688f31ff0f9b683f855c6b5b5d,,,,Murdoch,Perth WA,$900 - $1k p.d.,2024-08-01,contract-temp,"Our client is a high profile government agency that is responsible for tax collection and a range of grant allocations etc  Role Description:  The agency is currently developing a solution design, architecture and front end design/workflow as part of a new operating model  The Senior Business Analyst/Project Manager will lead the development of complex systems. This role involves performing business analysis tasks and coordinating the development of the technical design, service design and user experience design to ensure the successful delivery of projects  Responsibilities:  Lead and manage the end-end project lifecycle for complex system development projects Coordinate and collaborate within a multi-disciplinary team that includes business, technical design, service design and user experience design expertise Develop and maintain project plans, schedules Conduct detailed business analysis to understand and document business requirements Facilitate workshops and meetings with stakeholders to gather and validate requirements Ensure that project deliverables meet quality standards and are delivered on time and within budget Identify and mitigate project risks and issues Provide regular project updates to stakeholders and senior management Mentor and guide less experienced team members. Skills and Experience:  This role requires a professional with a strong background in both business analysis and project management; having a proven track record of managing large scale projects from inception to completion  Education and Experience:  Graduate level qualifications in Business, Information Technology or a related field. Minimum of 5 years of experience in business analysis and project management. Proven experience in managing complex system development projects. Technical Skills:  Strong understanding of technical design, service design and user experience design principles Proficiency in project management tools and methodologies (e.g. Agile, Scrum, Waterfall). Experience with business analysis tools and techniques. Analytical and Problem Solving Skills:  Excellent analytical skills with the ability to interpret complex data and make informed decisions. Strong problem solving skills with a proactive approach to identifying and resolving issues. Communication and Interpersonal Skills:  Exceptional communication skills; both written and verbal Ability to effectively communicate with stakeholders at all levels. Strong interpersonal skills with the ability to build and maintain relationships. Leadership and Management Skills:  Proven leadership skills with the ability to lead and motivate cross-functional teams Strong organisational and time management skills Ability to manage multiple projects simultaneously Desirable skills (not essential):  Certification in business analysis and/or project management (e.g., CBAP, PMP, PRINCE2) Knowledge of property valuation, tax administration and land rates management systems  Consultant: Colin Massey  Keywords: Business Analyst, Project Manager, business design, technical design, service design, user experience design, CABP, PRINCE2, PMP, agile, digital, property valuation, tax, tax systems, land rates management systems",Business/Systems Analysts (Information & Communication Technology),
Audio Visual Officer,Quality People,Compas  is seeking a  Audio Visual Officer  to join a Federal Government Department for a long-term engagement.,https://www.seek.com.au/job/77781295?type=standout&ref=search-standalone&origin=cardTitle#sol=df968f7b5a99a42f0fc28f6c9825cc9dc40b1701,,,,Murdoch,Perth WA,Attractive Daily rate,2024-08-01,contract-temp,"Compas is seeking a Audio Visual Officer to join a Federal Government Department for a long-term engagement.    Responsibilities  Provide expert advice for all audio-visual within the Command Centre (training will be provided) Assist in the remediation of any issues regarding audio and visual within the Command Centre, Media Hub, Landing Zone, Secure Room and Rapid Response Room Ensure that audio and visual devices are operational prior to meetings within the above-mentioned rooms Communicate with other audio-visual specialists to request assistance when required. Assist in the smooth running of the Command Centre Provide administration support to the Command Centre Desired Skills and Experience  Technical skills in the use of audio-visual equipment, including Microsoft Teams Rooms. Experience in supporting audio visual equipment and staff using the equipment. Demonstrated computer literacy, in particular with corporate systems and multimedia technologies. Proven ability to act with discretion and integrity in managing sensitive and confidential information. Demonstrated experience in the provision of administrative support to programs. How to Apply: To register interest in this role, simply contact Liam on 02 6230 0233 or Click APPLY!  About Compas: Compas Pty Ltd is a Canberra based wholly Australian owned, medium-sized Information Technology Services Company since 1987. We specialise in the provision of permanent, contract and temporary recruitment services.  YOUR APPLICATION WILL BE TREATED WITH THE STRICTEST CONFIDENCE",Other (Information & Communication Technology),
"Solutions Architect, Spatial",Talenza,"Support the enablement of a new spatial platform, GIS program, spatial database, database schema design, data migration, integration design.",https://www.seek.com.au/job/77781049?type=standard&ref=search-standalone&origin=cardTitle#sol=826fb5976393380aa253023ee6948fde7c684bb7,,,,Murdoch,Perth WA,,2024-08-01,contract-temp,"Eden Ritchie is seeking a Solutions Architect, Spatial to join a local government spatial team to support the enablement of a new spatial platform. You will support a new GIS program and provide technical oversight for related initiatives including implementation of a new spatial platform including design and oversight of the new spatial database, database schema design, data migration between platforms, integration design, and the development of required data models.  6 month contract with possible 6-month extension Based in Ipswich  As the Solutions Architect, Spatial, your key responsibilities will include:  The client is looking for a dynamic and experienced Spatial Business Analyst required to join a local government spatial team to support the enablement of a new spatial platform.  You will support a new GIS program and related initiatives by developing business process maps, data models, business, and technical requirements.  Join a high performing motivate team and great culture with exceptional flexible work arrangements on offer for the right candidate.  This is an opportunity to be part of foundational work to enable best practice spatial and digital delivery across Council.     We are looking for someone with strong stakeholder engagement skills, with the ability to elicit requirements, understand end to end business process, and the importance of data.  Experience:  Expertise in spatial and asset management concepts (e.g. Cadastre, GDA2020), preferably implementations with Esri products.  Demonstrated project experience documenting requirements for building spatial platforms, UX, desktop spatial tools.  SQL/database skills Data migration  Desirable:  UML Lean Six Sigma process mapping.  Process mapping with the following tools: Promap, Blueworks FME, python, other scripting experience IIBA certified or other BA qualification BPMN experience Demonstrated experience with process mapping tools, e.g., Signavio, Visio  Certifications:  Bachelor’ Degree qualified Oracle Certified Professional, MySQL 5.7 Database Administrator Certification PostgreSQL Certification  If this role sounds like you, please APPLY NOW submitting your resume in WORD format.  If you would like more information or to discuss the role, please contact Luuk Piet on 07 3230 0028.      Job Reference: 618562",Architects (Information & Communication Technology),
Full Stack Developer,u&u. Recruitment Partners,12 Month Full Stack Development Contract (.NET / REACT / CLOUD),https://www.seek.com.au/job/77761868?type=standard&ref=search-standalone&origin=cardTitle#sol=2602c0044f49239e20feb3e0181ec5e3736cf176,,,,Murdoch,Perth WA,,2024-08-01,contract-temp,"Full Stack Developer Contract Position.  6-12 Month Initial Contract.  Located Gold Coast Brisbane - Hybrid Work Model.   Open to Brisbane candidates who can commute.   Rate: $700-950 per day  Start: Immediate / 2 weeks      Requirements:  Proven experience as a Senior Full Stack Developer, Technical Lead, or in a similar capacity, demonstrating a strong history of delivering high-quality software products. Extensive experience in agile software development methodologies, including Scrum or Kanban. Proficiency in multiple programming languages, particularly .NET (up to version 8). Solid understanding of object-oriented programming principles and design patterns. Expertise in web application development, including modern JavaScript frameworks like TypeScript and React. Strong experience with RESTful APIs and web services. Comprehensive knowledge of API lifecycle management. Deep expertise with Entity Framework, relational databases, data modeling, and SQL queries. Familiarity with cloud platforms such as Azure and AWS, and microservices architecture. Experience with version control systems (e.g., Git) and CI/CD pipelines, along with related tools like Azure DevOps, TeamCity, and Octopus Deploy. Background in DevOps and SRE tooling and practices, with an appreciation for a DevOps culture. Experience with observability tools, including logging tools (e.g., Splunk, Kibana) and monitoring tools (e.g., New Relic).     For more information or if you are interested, please apply here. ",Developers/Programmers (Information & Communication Technology),
